name,product_id,is_outsourcing,product_code,quantity_product
Barcode W32mm x H51mm Unisex Sahara Cap with Cape,6150,0,9-CSA073-000-IN-NG,300.000000
Barcode W40mm x H60mm Chinese stickerClear Creek Boonie,6151,0,9-CSA074-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Shade Goddess Hat,6152,0,9-CSA075-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Bug-Free Adventure Hat,6153,0,9-CSA076-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Bug-Free Cruiser Net Hat,6154,0,9-CSA077-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Compass Hat,6155,0,9-CSA078-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Derma Safe Hat,6156,0,9-CSA079-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Kids Sun Chaser Cap,6157,0,9-CSA080-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Artist Series Into the Blue Trucker,6158,0,9-CSA081-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Artist Series Mountain High Trucker,6159,0,9-CSA082-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Kids Artist Series Osprey Trucker,6160,0,9-CSA083-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Kids Artist Series Hummingbird Trucker,6161,0,9-CSA084-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Kids Artist Series Night Owl Trucker,6162,0,9-CSA085-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Kids Artist Series Puffin Party Trucker,6163,0,9-CSA086-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Backdrop Boonie,6164,0,9-CSA087-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Bug-Free Kids Play Hat,6165,0,9-CSA088-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Kids Clear Creek Boonie,6166,0,9-CSA089-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Kids Ultra Escape Boonie,6167,0,9-CSA090-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Sun Seeker Hat,6168,0,9-CSA091-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker UVShield Cool Convert Visor,6169,0,9-CSA092-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker VaporLite Rush Visor,6170,0,9-CSA093-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker VaporLite Stride Cap,6171,0,9-CSA094-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker VaporLite Tempo Bucket,6172,0,9-CSA095-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Woodland Trucker,6173,0,9-CSA096-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Dream Seeker Cooling Trucker,6174,0,9-CSA097-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Kids' Soaring Sun Cooling Truc,6175,0,9-CSA098-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Kids' Ultra Adventure Storm Hat,6176,0,9-CSA099-000-IN-TL,0.000000
Barcode W40mm x H60mm Chinese sticker Ultra Storm Bucket,6177,0,9-CSA100-000-IN-TL,0.000000
Barcode W45mm x H25mm TTD-220119-FOX AND ROBIN MEN,6178,0,9-CTD001-000-IN-DO,10.000000
Barcode W45mm x H25mm TTD-220119-FOX AND ROBIN WOMEN,6179,0,9-CTD002-000-IN-DO,0.000000
Barcode W35mm x H65mm HM-220303-IFR ACC102 BASIC BEIGE,6180,0,9-CHM001-000-IN-TL,897.000000
Barcode W35mm x H65mm HM-220303-IFR ACC112 BASIC PASTEL LILAC,6181,0,9-CHM002-000-IN-TL,897.000000
Barcode W35mm x H65mm HM-220303-IFR ACC122 BASIC BLACK,6182,0,9-CHM003-000-IN-TL,897.000000
Barcode W40mm x H50mm HM-Forsberg RFID (KHCC-HM) dán hangtag,6183,0,9-CHM004-000-IN-HM,0.000000
Barcode W40mm x H50mm HM-Forsberg (KHCC-HM) dán bao nylon,6184,0,9-CHM005-000-IN-HM,0.000000
Logo cao su W64mm x H40mm Grace Folly (KHCC-GF ),6185,0,8-GF0007-000-CS-GF,4345.000000
Logo cao su W72mm x H45mm hình thoi (KHCC-GF ),6186,0,8-GF0008-000-CS-GF,17.000000
Chỉ cước Trắng,6187,0,7-CMCUOC-WHI-00-AK,2.709000
Chỉ may Phong Phú 40/2 C4178 Mauve Shadow,6188,0,7-CM4178-MSD-50-PP,9.540000
Chỉ may Phong Phú 40/2 C8109 Stone,6189,0,7-CM8109-STO-50-PP,3.000000
Chỉ may Phong Phú 40/2 C8357 Beige,6190,0,7-CM8357-BGE-50-PP,5.500000
Tấm nhựa két 1.5*22*60 Black,6191,0,9-KT2260-BLK-15-CY,0.000000
Tấm nhựa két 2.3*22*60 Black,6192,0,9-KT2260-BLK-23-CY,394.000000
Tấm nhựa két 1.5*22*60 White,6193,0,9-KT2260-WHI-15-CY,0.000000
Tấm nhựa két 2.3*22*60 White,6194,0,9-KT2260-WHI-23-CY,0.000000
Foam 1001.8 NF-C,6195,0,9-1001NF-WHI-18-CB,4599.490000
Foam 1501.5 ES,6196,0,9-1501ES-WHI-15-CB,2663.750000
Foam 1001.8 ES,6197,0,9-1001ES-WHI-18-CB,2157.554000
Ống giấy 43*02*1800,6198,0,9-OG4318-000-02-DA,1000.000000
Giấy lót nón cài 28*14.5cm 350G,6199,0,9-GL350G-000-00-NA,25743.000000
Giấy lót nón cài 28*14.5cm 500G,6200,0,9-GL500G-000-00-NA,17492.000000
Logo da W60mm x H60mm BF-Kenzenhutte,6201,0,8-BF0122-000-DA-TQ,0.000000
Cọc chỉ máy may,6202,0,9-CCDCSX-048-00-AK,0.000000
Kim bắn thẻ bài,6203,0,9-CCDCSX-069-00-AK,0.000000
Chân vịt màu vàng,6204,0,9-CCDCSX-015-00-AK,0.000000
Đen led máy may,6205,0,9-CCDCSX-145-00-AK,0.000000
Kéo trung,6206,0,9-CCDCSX-049-00-AK,0.000000
Băng keo cách nhiệt,6207,0,9-CCDCSX-034-00-AK,0.000000
Ổ Khóa,6208,0,9-CCDCVP-022-00-AK,0.000000
Dây thun cột hàng,6209,0,9-CCDCSX-045-00-AK,11.000000
Kéo bấm,6210,0,9-CCDCSX-074-00-AK,0.000000
Thước cuộn nhôm,6211,0,9-CCDCSX-236-00-AK,0.000000
Bộ đánh suốt chỉ gắn trên máy hai kim,6212,0,9-CCDCSX-047-00-AK,0.000000
Thớt dập,6213,0,9-CCDCSX-140-00-AK,0.000000
Mực in màu Black máy in L805,6214,0,9-CCDCVP-006-00-AK,0.000000
Máy khò,6215,0,9-CCDCSX-091-00-AK,0.000000
Kim thêu DB x K5 x 9,6216,0,9-CCDCSX-055-00-AK,0.000000
Kim may DPx17x14,6217,0,9-CCDCSX-059-00-AK,0.000000
Bàn lừa máy trụ bước,6218,0,9-CCDCSX-027-00-AK,0.000000
Bóng đèn cứu hộ,6219,0,9-CCDCSX-022-00-AK,0.000000
Dao cắt đầu bàn,6220,0,9-CCDCSX-082-00-AK,0.000000
Điện thoại bàn,6221,0,9-CCDCVP-085-00-AK,0.000000
Bóng đèn 3U18W,6222,0,9-CCDCSX-021-00-AK,0.000000
Dầu RP7 30G,6223,0,9-CCDCSX-054-00-AK,0.000000
Ống dầu máy dập,6224,0,9-CCDCSX-152-00-AK,0.000000
Dao cắt chỉ máy 1 kim điện tử,6225,0,9-CCDCSX-026-00-AK,0.000000
Ổ máy trụ bước (Ổ lớn),6226,0,9-CCDCSX-150-00-AK,0.000000
Công tắc máy may,6227,0,9-CCDCSX-060-00-AK,0.000000
Quạt treo tường,6228,0,9-CCDCVP-005-00-AK,0.000000
Mỏ hàn điện ba quang 100W,6229,0,9-CCDCSX-028-00-AK,0.000000
Sửa máy in,6230,0,9-CCDCVP-125-00-AK,0.000000
Ống hơi 8mm,6231,0,9-CCDCSX-148-00-AK,0.000000
Vòi xịt,6232,0,9-CCDCSX-130-00-AK,0.000000
Cổ dê,6233,0,9-CCDCSX-131-00-AK,0.000000
Kim thêu DB x K5 x 8,6234,0,9-CCDCSX-136-00-AK,0.000000
Chân vịt nhựa 5 ly,6235,0,9-CCDCSX-151-00-AK,0.000000
Ốc vặn nén chân vịt máy 1 kim điện tử,6236,0,9-CCDCSX-051-00-AK,0.000000
Cây xỏ vải,6237,0,9-CCDCSX-089-00-AK,0.000000
Gạt chỉ máy 1 kim điện tử,6238,0,9-CCDCSX-188-00-AK,0.000000
Tắc kê,6239,0,9-CCDCSX-161-00-AK,0.000000
Ốc vặn máy cắt viền,6240,0,9-CCDCSX-180-00-AK,0.000000
Mũi khoan,6241,0,9-CCDCSX-189-00-AK,0.000000
Chân vịt diễu nhựa 1 ly,6242,0,9-CCDCSX-195-00-AK,0.000000
Cối đóng mắt cáo 3mm,6243,0,9-CCDCSX-202-03-AK,0.000000
Mâm mika tròn cuộn đai dày 4mm - đường kính 50cm,6244,0,9-CCDCSX-158-04-AK,0.000000
Kim may DBx1x16,6245,0,9-CCDCSX-208-00-AK,0.000000
Kim may nhật #14 UYx128Gas,6246,0,9-CCDCSX-209-00-AK,0.000000
Kim may nhật #11 UYx128Gas,6247,0,9-CCDCSX-210-00-AK,0.000000
Kim may bước DPx5x14,6248,0,9-CCDCSX-063-00-AK,0.000000
Webcam máy tính,6249,0,9-CCDCVP-001-00-AK,0.000000
Dây nối USP máy tính,6250,0,9-CCDCVP-002-00-AK,0.000000
Chuột máy tính,6251,0,9-CCDCVP-003-00-AK,0.000000
Bàn phím máy tính,6252,0,9-CCDCVP-004-00-AK,0.000000
Máy bơm làm mát xưởng may,6253,0,9-CCDCSX-002-00-AK,0.000000
Kim thêu DBxK5x11,6254,0,9-CCDCSX-003-00-AK,500.000000
Kim thêu DBxK5x9,6255,0,9-CCDCSX-004-00-AK,500.000000
Kim thêu DBxK5x12,6256,0,9-CCDCSX-005-00-AK,0.000000
Kim may DPx5x90x16,6257,0,9-CCDCSX-006-00-AK,0.000000
Kim may DBx1x11,6258,0,9-CCDCSX-007-00-AK,0.000000
Kim may DPx5x11,6259,0,9-CCDCSX-008-00-AK,0.000000
Dây điện nhỏ Black,6260,0,9-CCDCSX-009-00-AK,0.000000
Máy cắt đầu bàn + đường ray,6261,0,9-CCDCSX-010-00-AK,0.000000
Lông não,6262,0,9-CCDCSX-011-00-AK,0.000000
Nam châm,6263,0,9-CCDCSX-014-00-AK,0.000000
Tủ locker (150*500*1200mm),6264,0,9-CCDCSX-015-00-VT,0.000000
Tam thạch cao 60*60cm,6265,0,9-CCDCSX-016-00-AK,0.000000
Máy in LB805,6266,0,9-CCDCVP-126-00-AK,0.000000
Ổ cắm điện 3 lỗ sino,6267,0,9-CCDCSX-017-00-AK,0.000000
Phích cắm điện,6268,0,9-CCDCSX-018-00-AK,0.000000
Bóng đèn led 9W(14.5cm),6269,0,9-CCDCSX-019-00-AK,0.000000
Bóng đèn led 12W(16.5cm),6270,0,9-CCDCSX-020-00-AK,0.000000
Bình điện bóng đèn cứu hộ,6271,0,9-CCDCSX-023-00-AK,0.000000
Dây curoa máy 2 kim 250SL,6272,0,9-CCDCSX-024-00-AK,0.000000
Miếng đệm & ron đầu trục motor máy 1 kim điện tử,6273,0,9-CCDCSX-025-00-AK,0.000000
Dũa hợp kim,6274,0,9-CCDCSX-029-00-AK,0.000000
Súng xịt hơi,6275,0,9-CCDCSX-031-00-AK,0.000000
Băng keo lụa,6276,0,9-CCDCSX-032-00-AK,0.000000
Pallet nhựa đen 1.1m2,6277,0,9-CCDCSX-033-00-00,0.000000
Ống nước Bình Minh 27,6278,0,9-CCDCSX-035-00-AK,0.000000
Co nhựa 27,6279,0,9-CCDCSX-036-00-AK,0.000000
Giảm nhựa 34/27,6280,0,9-CCDCSX-037-00-AK,0.000000
Co ren trong 27,6281,0,9-CCDCSX-038-00-AK,0.000000
Khóa 27,6282,0,9-CCDCSX-039-00-AK,0.000000
Khóa 34,6283,0,9-CCDCSX-040-00-AK,0.000000
Phao khóa nước,6284,0,9-CCDCSX-041-00-AK,0.000000
Loa thùng 30W,6285,0,9-CCDCSX-042-00-AK,0.000000
Êto kẹp,6286,0,9-CCDCSX-043-00-AK,0.000000
Phim in Barcode B110A (110mm*300m),6287,0,9-CCDCSX-044-00-TL,0.000000
Mặt nguyệt (bàn lừa) máy may 1 kim,6288,0,9-CCDCSX-046-00-AK,0.000000
Kim UXY128GAS 75/11 máy may Kansai bông may khẩu trang,6289,0,9-CCDCSX-057-00-AK,0.000000
ổ máy 1 kim,6290,0,9-CCDCSX-058-00-AK,0.000000
Ca ba quạt tràn nhà ăn 4uF,6291,0,9-CCDCSX-050-00-AK,0.000000
"Keo A, B",6292,0,9-CCDCSX-052-00-AK,0.000000
Keo đơ,6293,0,9-CCDCSX-053-00-AK,0.000000
Dây cáp,6294,0,9-CCDCSX-061-00-AK,0.000000
Tủ điện 30*40cm,6295,0,9-CCDCSX-062-00-AK,0.000000
Kim may DBx1x14,6296,0,9-CCDCSX-064-00-AK,0.000000
Kim chống nhăn DBx1NSx11,6297,0,9-CCDCSX-065-00-AK,0.000000
Bóng đèn led 1.2m (20W),6298,0,9-CCDCSX-165-00-AK,0.000000
Lưỡi dao máy cắt tay (Lưỡi tròn),6299,0,9-CCDCSX-090-00-AK,0.000000
Quạt,6300,0,9-CCDCSX-092-00-AK,0.000000
Bàn kho,6301,0,9-CCDCSX-093-00-VT,0.000000
Bảo hộ 1 kim,6302,0,9-CCDCSX-094-00-AK,0.000000
Mực in màu máy in L805,6303,0,9-CCDCVP-007-00-AK,12.000000
chắn bảo vệ dây coroa,6304,0,9-CCDCSX-095-00-AK,0.000000
Phấn may,6305,0,9-CCDCSX-096-00-AK,0.000000
Đá mài dao cắt viền,6306,0,9-CCDCSX-097-00-AK,0.000000
ốc lục giác,6307,0,9-CCDCSX-098-00-AK,0.000000
Nước vệ sinh máy ép keo,6308,0,9-CCDCSX-099-00-AK,0.000000
Ống nước Bình Minh 34,6309,0,9-CCDCSX-100-00-AK,0.000000
Co 34,6310,0,9-CCDCSX-101-00-AK,0.000000
Tê 34,6311,0,9-CCDCSX-102-00-AK,0.000000
keo dán ống nhựa bình mình,6312,0,9-CCDCSX-103-00-AK,0.000000
Kìm bấm đinh IV,6313,0,9-CCDCSX-104-00-AK,0.000000
Van (khóa) 34,6314,0,9-CCDCSX-105-00-AK,0.000000
Nối 34,6315,0,9-CCDCSX-106-00-AK,0.000000
Băng keo công trình,6316,0,9-CCDCSX-107-00-AK,0.000000
Vòi nước rửa tay,6317,0,9-CCDCSX-108-00-AK,0.000000
Vòi xịt nước bồn cầu,6318,0,9-CCDCSX-109-00-AK,0.000000
Càng bàn lừa máy trụ bước,6319,0,9-CCDCSX-110-00-AK,0.000000
USB,6320,0,9-CCDCVP-009-00-AK,0.000000
Giấy in tem giá 26*39 mm,6321,0,9-CCDCVP-WHI-00-TL,0.000000
Chai xịt mối,6322,0,9-CCDCSX-111-00-AK,0.000000
Kim may tay số 9,6323,0,9-CCDCSX-112-00-AK,0.000000
Kim may tay số 10,6324,0,9-CCDCSX-113-00-AK,0.000000
Kim bầu Black,6325,0,9-CCDCSX-114-00-AK,0.000000
Bóng đèn pha 400W,6326,0,9-CCDCSX-115-00-AK,0.000000
Bóng đèn led 15W,6327,0,9-CCDCSX-116-00-AK,0.000000
Đuôi bóng đèn,6328,0,9-CCDCSX-117-00-AK,0.000000
Ổ cắm Sino 3 lỗ và phích cắm điện,6329,0,9-CCDCSX-118-00-AK,0.000000
Kìm bấm đầu dây điện thoại,6330,0,9-CCDCSX-119-00-AK,0.000000
Ống hơi máy ủi 4x6mm,6331,0,9-CCDCSX-120-00-AK,0.000000
Dây curoa máy hơi 3V500,6332,0,9-CCDCSX-121-00-AK,0.000000
Dây curoa quạt hút xưởng may RECMF-8640,6333,0,9-CCDCSX-122-00-AK,0.000000
Dây curoa máy may M34,6334,0,9-CCDCSX-123-00-AK,0.000000
Dây curoa máy may M40,6335,0,9-CCDCSX-124-00-AK,0.000000
Dây curoa máy may M42,6336,0,9-CCDCSX-125-00-AK,0.000000
Đệm đánh chỉ và đầu trục máy 1 kim,6337,0,9-CCDCSX-126-00-AK,0.000000
Mặt nguyệt và bàn lừa máy 1 kim điện tử cầu 4E14,6338,0,9-CCDCSX-127-00-AK,0.000000
Mặt nguyệt và bàn lừa máy 1 kim điện tử cầu 4E22,6339,0,9-CCDCSX-128-00-AK,0.000000
Công tắc ngang,6340,0,9-CCDCSX-129-00-AK,0.000000
Ống hơi máy ủi 8x5mm,6341,0,9-CCDCSX-132-00-AK,0.000000
Kim DPX17MRX16,6342,0,9-CCDCSX-133-00-AK,100.000000
Kim may tay số 11,6343,0,9-CCDCSX-134-00-AK,0.000000
Đục lỗ bọ 2mm,6344,0,9-CCDCSX-135-02-AK,0.000000
Đục lỗ bọ 5mm,6345,0,9-CCDCSX-136-05-AK,0.000000
Đục lỗ bọ 7mm,6346,0,9-CCDCSX-137-07-AK,0.000000
Dao gọt két,6347,0,9-CCDCSX-138-00-AK,0.000000
Đá cắt,6348,0,9-CCDCSX-139-00-AK,0.000000
Thước cuộn thép móc khóa,6349,0,9-CCDCVP-008-00-AK,0.000000
Pin điện thoại,6350,0,9-CCDCVP-010-00-AK,0.000000
Ôr máy 2 kim (ổ nhỏ),6351,0,9-CCDCSX-153-00-AK,0.000000
Ổ máy 2 kim ( Ổ nhỏ),6352,0,9-CCDCSX-155-00-AK,0.000000
Ổ máy trụ thường (Ổ lớn),6353,0,9-CCDCSX-156-00-AK,0.000000
Bạc đạn 6305+6206,6354,0,9-CCDCSX-157-00-AK,0.000000
Khóa bình nước uống,6355,0,9-CCDCSX-159-00-AK,0.000000
Kim DPX17MRX14,6356,0,9-CCDCSX-173-00-AK,100.000000
Trụ kim máu 1 kim đốc lớn,6357,0,9-CCDCSX-163-00-AK,0.000000
Giấy in tem size 25*13mm,6358,0,9-CCDCVP-WHI-01-TL,0.000000
Chai xịt vệ sinh máy cắt tự động,6359,0,9-CCDCSX-001-00-AK,0.000000
keo dán con chó 600ml,6360,0,9-CCDCSX-164-00-AK,0.000000
Muỗng ăn cơm,6361,0,9-CCDCSX-166-00-AK,0.000000
Băng dính quấn trục máy kiểm vải ( bảng 5 cm),6362,0,9-CCDCSX-167-00-AK,0.000000
Pallet nhựa đen 600*1000mm,6363,0,9-CCDCSX-083-00-00,0.000000
Băng tải máy ép keo,6364,0,9-CCDCSX-211-00-AK,0.000000
Quạt hút,6365,0,9-CCDCSX-212-00-AK,0.000000
Cầu dao điện 60A,6366,0,9-CCDCSX-213-00-AK,0.000000
Cầu dao điện 30A,6367,0,9-CCDCSX-214-00-AK,0.000000
Kim may DPx5NSx11,6368,0,9-CCDCSX-012-00-AK,0.000000
Kim may DBx1NSx11,6369,0,9-CCDCSX-013-00-AK,0.000000
Kim may tay số 8,6370,0,9-CCDCSX-154-00-AK,0.000000
Kim thêu DBxK5x8,6371,0,9-CCDCSX-194-00-AK,0.000000
Phim in Barcode B110A (90mm*300m),6372,0,9-CCDCSX-054-00-TL,0.000000
Phim in Barcode B110A (40mm*300m),6373,0,9-CCDCSX-055-00-TL,0.000000
Phim in Barcode B110A (30mm*300m),6374,0,9-CCDCSX-056-00-TL,0.000000
Ghế ngồi,6375,0,9-CCDCSX-079-00-AK,0.000000
Chổi quét sân,6376,0,9-CCDCSX-080-00-AK,0.000000
Cối đóng mắt cáo 1.0cm,6377,0,9-CCDCSX-203-10-AK,0.000000
Kim may tay số 12,6378,0,9-CCDCSX-135-00-AK,0.000000
Kềm thủ công,6379,0,9-CCDCSX-066-00-AK,0.000000
Kim may DBx1x12,6380,0,9-CCDCSX-073-00-AK,0.000000
Ru lô tục ép keo,6381,0,9-CCDCSX-168-00-AK,0.000000
Chân vịt mí trái 2mm 1 kim nhựa,6382,0,9-CCDCSX-196-00-AK,0.000000
Kim DPX17MRX12,6383,0,9-CCDCSX-233-00-AK,0.000000
Kim may DPx5NSx9,6384,0,9-CCDCSX-512-00-AK,0.000000
Kim may DBx1NSx9,6385,0,9-CCDCSX-313-00-AK,0.000000
Đục lỗ bọ 3mm,6386,0,9-CCDCSX-235-03-AK,0.000000
Dầu máy hơi Corena S3R46,6387,0,9-CCDCSX-254-00-SM,0.000000
Đồng hồ đo nước 6m3/h + tủ,6388,0,9-CCDCSX-067-00-AK,0.000000
Nối 27,6389,0,9-CCDCSX-068-00-AK,0.000000
Keo gắn ống nước 300g,6390,0,9-CCDCSX-070-00-AK,0.000000
Mũi tên dán hàng hư,6391,0,9-CCDCSX-169-00-AK,0.000000
Công tắc máy dập 3 pha,6392,0,9-CCDCSX-160-00-AK,0.000000
Kẹp trải bàn,6393,0,9-CCDCSX-265-00-AK,0.000000
Sơn dầu,6394,0,9-CCDCSX-238-00-AK,0.000000
Nối 42,6395,0,9-CCDCSX-216-00-AK,0.000000
Ống hơi 6mm,6396,0,9-CCDCSX-137-00-AK,0.000000
Ống hơi 10mm,6397,0,9-CCDCSX-149-00-AK,0.000000
Bạc đạn 608,6398,0,9-CCDCSX-158-00-AK,0.000000
Trụ cần quat,6399,0,9-CCDCSX-170-00-AK,0.000000
Dây led cấm,6400,0,9-CCDCSX-171-00-AK,0.000000
Máy in màu,6401,0,9-CCDCVP-016-00-AK,1.000000
Dây điện đôi 0.75mm,6402,0,9-CCDCSX-030-00-AK,0.000000
Đầu bóng đèn,6403,0,9-CCDCSX-071-00-AK,0.000000
Đinh rút IV,6404,0,9-CCDCSX-072-00-AK,0.000000
Phích cắm điện 2 chân,6405,0,9-CCDCSX-075-00-AK,0.000000
Bàn lừa nhựa cầu 3,6406,0,9-CCDCSX-172-00-AK,0.000000
Cử viền 3.6cm họng lớn,6407,0,9-CCDCSX-174-00-AK,0.000000
Kim may DBx5NSx11,6408,0,9-CCDCSX-175-00-AK,0.000000
Càng kéo cắt chỉ máy 1 kim,6409,0,9-CCDCSX-176-00-AK,0.000000
Móc máy vắt sổ Pegasus,6410,0,9-CCDCSX-177-00-AK,0.000000
Ốc bắt móc máy vắt sổ,6411,0,9-CCDCSX-178-00-AK,0.000000
Ổ thuyền máy trụ bước,6412,0,9-CCDCSX-179-00-AK,0.000000
Lá me ổ thuyền máy trụ bước,6413,0,9-CCDCSX-181-00-AK,0.000000
Dầu thủy lực CN Tellus S2MX46,6414,0,9-CCDCSX-182-00-AK,0.000000
Dầu tuần hoàn Canopus R32,6415,0,9-CCDCSX-183-00-AK,0.000000
Cục đổi điện 12V,6416,0,9-CCDCSX-184-00-AK,0.000000
Ốc máy cắt viền,6417,0,9-CCDCSX-190-00-AK,0.000000
Dầu lau băng tải,6418,0,9-CCDCSX-191-00-AK,0.000000
Cử viền đai 3.5cm máy Kansai,6419,0,9-CCDCSX-274-00-AK,0.000000
Hạt đá 3mm,6420,0,9-CCDCSX-076-00-AK,0.000000
Súng bắn thẻ bài,6421,0,9-CCDCSX-276-00-AK,0.000000
Thước dây 150cm,6422,0,9-CCDCSX-250-00-AK,5.000000
Kéo cắt vải,6423,0,9-CCDCSX-185-00-AK,0.000000
Kim quay két DPx5MRx12,6424,0,9-CCDCSX-186-00-AK,0.000000
Đòn gánh máy 1 kim điện tử,6425,0,9-CCDCSX-192-00-AK,0.000000
Lưỡi gà+ trục đánh suốt máy 2 kim,6426,0,9-CCDCSX-193-00-AK,0.000000
Nối chữ T,6427,0,9-CCDCSX-218-00-AK,0.000000
Bình lọc hơi,6428,0,9-CCDCSX-226-00-AK,0.000000
Đâu ống hơi,6429,0,9-CCDCSX-227-00-AK,0.000000
Cục điện hơi,6430,0,9-CCDCSX-228-00-AK,0.000000
Đầu xịt hơi nước,6431,0,9-CCDCSX-215-00-AK,0.000000
Đáu kéo băng keo 7.0cm,6432,0,9-CCDCSX-225-00-AK,0.000000
Đầu cáp mạng,6433,0,9-CCDCSX-141-00-AK,0.000000
Than máy cắt đàu bàn,6434,0,9-CCDCSX-077-00-AK,0.000000
Bao tay vải chống nhiệt,6435,0,9-CCDCSX-229-00-AK,0.000000
Dầu tẩy vải,6436,0,9-CCDCSX-230-00-AK,0.000000
Dép,6437,0,9-CCDCSX-187-00-AK,0.000000
Áo nấu ăn nhà bếp,6438,0,9-CCDCSX-197-00-AK,0.000000
Cử viền đai 4.7cm,6439,0,9-CCDCSX-142-00-AK,0.000000
Cử dây khóa 1.6cm,6440,0,9-CCDCSX-143-00-AK,0.000000
Kim may DPx17x11,6441,0,9-CCDCSX-144-00-AK,0.000000
Bóng đèn Led máy may Owboos 50Hz-1W-(110-230V),6442,0,9-CCDCSX-146-00-AK,0.000000
Dầu chỉ,6443,0,9-CCDCSX-147-00-AK,0.000000
Ổ thuyền máy 1 kim,6444,0,9-CCDCSX-162-00-AK,0.000000
Chân vịt 2 kim viền,6445,0,9-CCDCSX-198-00-AK,0.000000
Dao máy vắt sổ,6446,0,9-CCDCSX-199-00-AK,0.000000
Xi măng,6447,0,9-CCDCSX-200-00-AK,0.000000
Máy tính VP,6448,0,9-CCDCVP-011-00-AK,0.000000
Công tắc máy ủi,6449,0,9-CCDCSX-201-00-AK,0.000000
Bạc đạn băng chuyền làm mát nón,6450,0,9-CCDCSX-202-00-AK,0.000000
Công tắc máy đóng nút,6451,0,9-CCDCSX-203-00-AK,0.000000
Pallet nhựa đen dùng cho xe nâng,6452,0,9-CCDCSX-035-00-DP,0.000000
Mút lót dao ( tổ cắt ),6453,0,9-CCDCSX-204-00-AK,0.000000
Cây đinh loại nhỏ,6454,0,9-CCDCSX-205-00-AK,0.000000
Dũa hợp kim bán nguyệt,6455,0,9-CCDCSX-206-00-AK,0.000000
Dũa hợp kim 3 cạnh,6456,0,9-CCDCSX-207-00-AK,0.000000
Dây curoa máy may M54,6457,0,9-CCDCSX-221-00-AK,0.000000
Dây curoa máy may M56,6458,0,9-CCDCSX-222-00-AK,0.000000
Chân vịt nhựa 2 kim 3/8,6459,0,9-CCDCSX-223-00-AK,0.000000
Chân vịt nhựa 2 kim 7/32,6460,0,9-CCDCSX-224-00-AK,0.000000
Chân vịt nhựa 2 kim 3/16,6461,0,9-CCDCSX-231-00-AK,0.000000
Mặt nguyệt cầu 4 FD16,6462,0,9-CCDCSX-232-00-AK,0.000000
Mặt nguyệt cầu 4 FD22,6463,0,9-CCDCSX-234-00-AK,0.000000
Chao máy bọ,6464,0,9-CCDCSX-235-00-AK,0.000000
Lục giác 2mm,6465,0,9-CCDCSX-237-00-AK,0.000000
Lục giác 2.5mm,6466,0,9-CCDCSX-239-00-AK,0.000000
Lục giác 3mm,6467,0,9-CCDCSX-240-00-AK,0.000000
Lục giác 4 mm,6468,0,9-CCDCSX-241-00-AK,0.000000
Dũa hợp kim tròn,6469,0,9-CCDCSX-242-00-AK,0.000000
Dũa hợp kim dẹp,6470,0,9-CCDCSX-243-00-AK,0.000000
Cây đinh lỗ bọ,6471,0,9-CCDCSX-245-00-AK,0.000000
Cối đóng nút 4 thành phần,6472,0,9-CCDCSX-078-00-AK,0.000000
Cối đóng mắt cáo 4mm,6473,0,9-CCDCSX-081-00-AK,0.000000
Bàn lừa + mặt nguyệt máy trụ thường,6474,0,9-CCDCSX-084-00-AK,0.000000
Kim may DPx17x16,6475,0,9-CCDCSX-085-00-AK,0.000000
Kim may DPx17x18,6476,0,9-CCDCSX-086-00-AK,0.000000
Cối bọc nút,6477,0,9-CCDCSX-217-00-AK,0.000000
Cối Đóng Sơ mi,6478,0,9-CCDCSX-251-00-AK,0.000000
Kim may DPx17*21,6479,0,9-CCDCSX-252-00-AK,0.000000
