product_code,order_id,production_order_id,production_code,quantity_production_order,quantity_exported_production_order,time_create,completed_at,time_stock_out
1-P983UV-GRY-L1-EV,1102,1255,PYC-450-CAT,598.090000,460.240000,2022-08-30,2022-08-31,2022-08-30
4-NY1132-CHA-N0-24,1102,1604,PYC-556-PHOI,11877.500000,8447.500000,2022-09-30,2022-10-01,2022-09-30
4-NY1132-CHA-N0-24,1102,1604,PYC-556-PHOI,11877.500000,3430.000000,2022-09-30,2022-10-01,2022-09-30
4-NY1132-ASP-N0-28,1103,1364,PYC-475-PHOI,240.600000,240.600000,2022-09-09,2022-09-10,2022-09-10
4-NY1132-ASP-N0-24,1103,1364,PYC-475-PHOI,1403.500000,1403.500000,2022-09-09,2022-09-10,2022-09-10
9-1001NF-WHI-18-CB,1103,1936,PYC-697-CAT,72.980000,72.980000,2022-10-26,2022-10-27,2022-10-26
4-NY1132-ASP-N1-36,1103,1684,PYC-584-PHOI,1082.700000,1082.700000,2022-10-05,2022-10-06,2022-10-10
4-P983UV-DGA-N1-36,1103,1684,PYC-584-PHOI,224.560000,224.560000,2022-10-05,2022-10-06,2022-10-10
4-P983UV-DGA-N1-22,1103,1684,PYC-584-PHOI,224.560000,224.560000,2022-10-05,2022-10-06,2022-10-10
8-SA0004-000-DE-MX,1103,1074,PYC-141-THIENDUC,802.000000,802.000000,2022-08-16,2022-08-18,2022-08-17
8-SA0082-000-IN-TL,1103,1074,PYC-141-THIENDUC,802.000000,802.000000,2022-08-16,2022-08-18,2022-08-17
8-SA0188-000-DE-MX,1103,1074,PYC-141-THIENDUC,802.000000,802.000000,2022-08-16,2022-08-18,2022-08-17
9-HSA022-000-00-MX,1103,1074,PYC-141-THIENDUC,802.000000,802.000000,2022-08-16,2022-08-18,2022-08-17
9-HSA051-000-00-MX,1103,1074,PYC-141-THIENDUC,802.000000,802.000000,2022-08-16,2022-08-18,2022-08-17
9-HSA067-000-00-MX,1103,1074,PYC-141-THIENDUC,802.000000,802.000000,2022-08-16,2022-08-18,2022-08-17
9-HSA093-000-00-MX,1103,1074,PYC-141-THIENDUC,802.000000,802.000000,2022-08-16,2022-08-18,2022-08-17
9-CUOCVA-000-15-GP,1103,1074,PYC-141-THIENDUC,465.160000,465.160000,2022-08-16,2022-08-18,2022-08-17
9-HCHOAM-000-00-NP,1103,1074,PYC-141-THIENDUC,64.160000,64.160000,2022-08-16,2022-08-18,2022-08-17
9-DANHUA-WHI-15-HO,1103,1074,PYC-141-THIENDUC,2406.000000,2406.000000,2022-08-16,2022-08-18,2022-08-17
9-MNY239-BLK-00-HO,1103,1074,PYC-141-THIENDUC,802.000000,802.000000,2022-08-16,2022-08-18,2022-08-17
9-B06580-SAF-IN-HN,1103,1074,PYC-141-THIENDUC,32.080000,32.080000,2022-08-16,2022-08-18,2022-08-17
4-KATE00-CBY-N0-28,1103,1074,PYC-141-THIENDUC,64.160000,64.160000,2022-08-16,2022-08-18,2022-08-18
9-SSA003-000-00-MX,1103,1074,PYC-141-THIENDUC,802.000000,802.000000,2022-08-16,2022-08-18,2022-08-17
6-NHCL23-DGA-00-NC,1103,1075,PYC-380-PHOI,802.000000,802.000000,2022-08-16,2022-08-17,2022-08-18
6-NHP878-DGA-00-DF,1103,1075,PYC-380-PHOI,802.000000,802.000000,2022-08-16,2022-08-17,2022-08-18
6-NHFR20-DGA-00-NC,1103,1075,PYC-380-PHOI,802.000000,802.000000,2022-08-16,2022-08-17,2022-08-18
7-CM8678-GRY-50-PP,1103,1075,PYC-380-PHOI,16.040000,2.000000,2022-08-16,2022-08-17,2022-08-18
7-CM8678-GRY-50-PP,1103,1075,PYC-380-PHOI,16.040000,14.040000,2022-08-16,2022-08-17,2022-08-18
7-CM9684-GRY-50-PP,1103,1075,PYC-380-PHOI,0.800000,0.800000,2022-08-16,2022-08-17,2022-08-18
7-CM9911-CHA-50-PP,1103,1075,PYC-380-PHOI,0.800000,0.800000,2022-08-16,2022-08-17,2022-08-18
7-CM9949-GRY-50-PP,1103,1075,PYC-380-PHOI,0.800000,0.800000,2022-08-16,2022-08-17,2022-08-18
5-DA0185-GRI-07-PI,1103,1075,PYC-380-PHOI,585.460000,585.460000,2022-08-16,2022-08-17,2022-08-18
5-DA0514-BLK-20-PI,1103,1075,PYC-380-PHOI,92.230000,92.230000,2022-08-16,2022-08-17,2022-08-18
5-DA0514-IRG-10-PI,1103,1075,PYC-380-PHOI,48.120000,48.120000,2022-08-16,2022-08-17,2022-08-18
5-DA0514-IRG-20-PI,1103,1075,PYC-380-PHOI,188.470000,188.470000,2022-08-16,2022-08-17,2022-08-18
5-DA1254-3MS-10-PI,1103,1075,PYC-380-PHOI,48.120000,48.120000,2022-08-16,2022-08-17,2022-08-18
7-CM9687-GRY-50-PP,1103,1075,PYC-380-PHOI,0.800000,0.800000,2022-08-16,2022-08-17,2022-08-18
8-SA0217-000-IN-TL,1103,1075,PYC-380-PHOI,802.000000,802.000000,2022-08-16,2022-08-17,2022-08-18
1-NP322A-SAN-00-FT,1103,1090,PYC-394-CAT,125.830000,125.830000,2022-08-17,2022-08-18,2022-08-19
1-KATE00-WHI-00-HV,1103,1090,PYC-394-CAT,2.810000,2.810000,2022-08-17,2022-08-18,2022-08-19
1-PH0688-GRY-00-UL,1103,1090,PYC-394-CAT,13.390000,13.390000,2022-08-17,2022-08-18,2022-08-19
1-PQUANG-GRY-00-SK,1103,1090,PYC-394-CAT,6.580000,0.000000,2022-08-17,2022-08-18,2022-08-19
1-PQUANG-GRY-00-SK,1103,1090,PYC-394-CAT,6.580000,6.580000,2022-08-17,2022-08-18,2022-08-19
8-SA0019-000-IN-MX,1103,1119,PYC-150-THIENDUC,802.000000,802.000000,2022-08-19,2022-08-20,2022-08-20
1-NP322A-SAN-L1-FT,1103,1151,PYC-411-CAT,36.890000,37.000000,2022-08-22,2022-08-23,2022-08-22
8-SA0040-000-EN-AR,1103,1157,PYC-409-PHOI,1620.040000,1620.040000,2022-08-23,2022-08-24,2022-08-23
1-P983UV-DGA-L1-EV,1103,1255,PYC-450-CAT,36.890000,36.890000,2022-08-30,2022-08-31,2022-08-30
1-KATE00-WHI-K7-HV,1103,2111,PYC-756-CAT,0.640000,0.640000,2022-11-10,2022-11-11,2022-11-11
1-KATE00-WHI-K7-HV,1104,2111,PYC-756-CAT,0.160000,0.160000,2022-11-10,2022-11-11,2022-11-11
4-NY1132-ASP-N1-36,1104,1684,PYC-584-PHOI,272.700000,272.700000,2022-10-05,2022-10-06,2022-10-10
4-P983UV-DGA-N1-36,1104,1684,PYC-584-PHOI,56.560000,56.560000,2022-10-05,2022-10-06,2022-10-10
4-P983UV-DGA-N1-22,1104,1684,PYC-584-PHOI,56.560000,56.560000,2022-10-05,2022-10-06,2022-10-10
4-NY1132-ASP-N0-28,1104,1364,PYC-475-PHOI,60.600000,60.600000,2022-09-09,2022-09-10,2022-09-10
4-NY1132-ASP-N0-24,1104,1364,PYC-475-PHOI,351.820000,351.820000,2022-09-09,2022-09-10,2022-09-10
4-NY1132-ASP-N0-24,1104,1995,PYC-693-PHOI,1.680000,1.680000,2022-10-31,2022-11-01,2022-10-31
9-1001NF-WHI-18-CB,1104,1936,PYC-697-CAT,18.380000,18.380000,2022-10-26,2022-10-27,2022-10-26
1-NP322A-SAN-L1-FT,1104,1151,PYC-411-CAT,9.290000,10.000000,2022-08-22,2022-08-23,2022-08-22
8-SA0040-000-EN-AR,1104,1157,PYC-409-PHOI,408.040000,408.040000,2022-08-23,2022-08-24,2022-08-23
7-CM8678-GRY-50-PP,1104,1232,PYC-437-PHOI,3.080000,3.080000,2022-08-29,2022-08-30,2022-08-29
1-P983UV-DGA-L1-EV,1104,1255,PYC-450-CAT,9.290000,9.290000,2022-08-30,2022-08-31,2022-08-30
8-SA0004-000-DE-MX,1104,1074,PYC-141-THIENDUC,202.000000,202.000000,2022-08-16,2022-08-18,2022-08-17
8-SA0082-000-IN-TL,1104,1074,PYC-141-THIENDUC,202.000000,202.000000,2022-08-16,2022-08-18,2022-08-17
8-SA0183-000-DE-MX,1104,1074,PYC-141-THIENDUC,202.000000,202.000000,2022-08-16,2022-08-18,2022-08-17
9-HSA022-000-00-MX,1104,1074,PYC-141-THIENDUC,202.000000,202.000000,2022-08-16,2022-08-18,2022-08-17
9-HSA051-000-00-MX,1104,1074,PYC-141-THIENDUC,202.000000,202.000000,2022-08-16,2022-08-18,2022-08-17
9-HSA067-000-00-MX,1104,1074,PYC-141-THIENDUC,202.000000,202.000000,2022-08-16,2022-08-18,2022-08-17
9-HSA093-000-00-MX,1104,1074,PYC-141-THIENDUC,202.000000,202.000000,2022-08-16,2022-08-18,2022-08-17
9-CUOCVA-000-15-GP,1104,1074,PYC-141-THIENDUC,117.160000,117.160000,2022-08-16,2022-08-18,2022-08-17
9-HCHOAM-000-00-NP,1104,1074,PYC-141-THIENDUC,16.160000,16.160000,2022-08-16,2022-08-18,2022-08-17
9-DANHUA-WHI-15-HO,1104,1074,PYC-141-THIENDUC,606.000000,606.000000,2022-08-16,2022-08-18,2022-08-17
9-MNY239-BLK-00-HO,1104,1074,PYC-141-THIENDUC,202.000000,202.000000,2022-08-16,2022-08-18,2022-08-17
9-B06580-SAF-IN-HN,1104,1074,PYC-141-THIENDUC,8.080000,8.080000,2022-08-16,2022-08-18,2022-08-17
4-KATE00-CBY-N0-28,1104,1074,PYC-141-THIENDUC,16.160000,16.160000,2022-08-16,2022-08-18,2022-08-18
9-SSA003-000-00-MX,1104,1074,PYC-141-THIENDUC,202.000000,202.000000,2022-08-16,2022-08-18,2022-08-17
6-NHCL23-DGA-00-NC,1104,1075,PYC-380-PHOI,202.000000,202.000000,2022-08-16,2022-08-17,2022-08-18
6-NHP878-DGA-00-DF,1104,1075,PYC-380-PHOI,202.000000,202.000000,2022-08-16,2022-08-17,2022-08-18
6-NHFR20-DGA-00-NC,1104,1075,PYC-380-PHOI,202.000000,202.000000,2022-08-16,2022-08-17,2022-08-18
7-CM8678-GRY-50-PP,1104,1075,PYC-380-PHOI,0.960000,0.960000,2022-08-16,2022-08-17,2022-08-18
7-CM9684-GRY-50-PP,1104,1075,PYC-380-PHOI,0.200000,0.200000,2022-08-16,2022-08-17,2022-08-18
7-CM9911-CHA-50-PP,1104,1075,PYC-380-PHOI,0.200000,0.200000,2022-08-16,2022-08-17,2022-08-18
7-CM9949-GRY-50-PP,1104,1075,PYC-380-PHOI,0.200000,0.200000,2022-08-16,2022-08-17,2022-08-18
5-DA0185-GRI-07-PI,1104,1075,PYC-380-PHOI,147.460000,147.460000,2022-08-16,2022-08-17,2022-08-18
5-DA0514-BLK-20-PI,1104,1075,PYC-380-PHOI,23.230000,23.230000,2022-08-16,2022-08-17,2022-08-18
5-DA0514-IRG-10-PI,1104,1075,PYC-380-PHOI,12.120000,12.120000,2022-08-16,2022-08-17,2022-08-18
5-DA0514-IRG-20-PI,1104,1075,PYC-380-PHOI,47.470000,47.470000,2022-08-16,2022-08-17,2022-08-18
5-DA1254-3MS-10-PI,1104,1075,PYC-380-PHOI,12.120000,12.120000,2022-08-16,2022-08-17,2022-08-18
7-CM9687-GRY-50-PP,1104,1075,PYC-380-PHOI,0.200000,0.200000,2022-08-16,2022-08-17,2022-08-18
8-SA0217-000-IN-TL,1104,1075,PYC-380-PHOI,202.000000,202.000000,2022-08-16,2022-08-17,2022-08-18
1-NP322A-SAN-00-FT,1104,1090,PYC-394-CAT,31.690000,14.070000,2022-08-17,2022-08-18,2022-08-19
1-NP322A-SAN-00-FT,1104,1090,PYC-394-CAT,31.690000,17.620000,2022-08-17,2022-08-18,2022-08-19
1-KATE00-WHI-00-HV,1104,1090,PYC-394-CAT,0.710000,0.710000,2022-08-17,2022-08-18,2022-08-19
1-PH0688-GRY-00-UL,1104,1090,PYC-394-CAT,3.370000,3.370000,2022-08-17,2022-08-18,2022-08-19
1-PQUANG-GRY-00-SK,1104,1090,PYC-394-CAT,1.660000,0.000000,2022-08-17,2022-08-18,2022-08-19
1-PQUANG-GRY-00-SK,1104,1090,PYC-394-CAT,1.660000,1.660000,2022-08-17,2022-08-18,2022-08-19
8-SA0019-000-IN-MX,1104,1119,PYC-150-THIENDUC,202.000000,202.000000,2022-08-19,2022-08-20,2022-08-20
2-M83200-BLK-00-DI,1105,1259,PYC-451-CAT,3.400000,3.400000,2022-08-31,2022-09-01,2022-08-31
6-NH7000-BLK-00-WW,1105,780,PYC-275-PHOI,103.000000,103.000000,2022-07-26,2022-07-27,2022-07-27
7-CM1278-YEL-50-PP,1105,780,PYC-275-PHOI,0.440000,0.440000,2022-07-26,2022-07-27,2022-07-27
8-DY0061-000-DE-TL,1105,780,PYC-275-PHOI,103.000000,103.000000,2022-07-26,2022-07-27,2022-07-27
7-CM0BLK-BLK-50-PP,1105,780,PYC-275-PHOI,1.800000,1.800000,2022-07-26,2022-07-27,2022-07-27
9-NS3C02-000-00-NT,1105,780,PYC-275-PHOI,103.000000,103.000000,2022-07-26,2022-07-27,2022-07-27
9-B03680-WHI-00-HN,1105,780,PYC-275-PHOI,4.000000,4.000000,2022-07-26,2022-07-27,2022-07-27
3-NH0675-BLK-23-CY,1105,780,PYC-275-PHOI,103.000000,103.000000,2022-07-26,2022-07-27,2022-07-27
4-CVAC06-BLK-D6-30,1105,780,PYC-275-PHOI,66.000000,66.000000,2022-07-26,2022-07-27,2022-07-27
4-KATE00-BLK-N0-28,1105,780,PYC-275-PHOI,148.500000,148.500000,2022-07-26,2022-07-27,2022-07-27
8-DY0133-000-DE-TL,1105,780,PYC-275-PHOI,100.000000,100.000000,2022-07-26,2022-07-27,2022-07-27
1-CVAC06-BLK-00-HV,1105,784,PYC-280-CAT,5.300000,5.300000,2022-07-26,2022-07-27,2022-07-27
1-CVAC44-CYL-00-IW,1105,784,PYC-280-CAT,2.300000,2.300000,2022-07-26,2022-07-27,2022-07-27
1-L03090-BL2-07-DD,1105,784,PYC-280-CAT,8.600000,8.600000,2022-07-26,2022-07-27,2022-07-27
1-CVAC06-BLK-00-HV,1106,836,PYC-300-CAT,50.200000,50.200000,2022-07-30,2022-08-01,2022-08-01
1-CVAC08-WHI-00-HV,1106,836,PYC-300-CAT,5.450000,5.450000,2022-07-30,2022-08-01,2022-08-01
7-CM0BLK-BLK-50-PP,1106,838,PYC-289-PHOI,6.980000,6.980000,2022-07-30,2022-08-01,2022-08-01
9-NS3C02-000-00-NT,1106,838,PYC-289-PHOI,258.530000,258.530000,2022-07-30,2022-08-01,2022-08-01
9-GDTHMB-BLK-20-AN,1106,838,PYC-289-PHOI,22.820000,22.820000,2022-07-30,2022-08-01,2022-08-01
9-GDTHMG-BLK-20-AN,1106,838,PYC-289-PHOI,22.820000,14.200000,2022-07-30,2022-08-01,2022-08-01
9-GDTHMG-BLK-20-AN,1106,838,PYC-289-PHOI,22.820000,8.620000,2022-07-30,2022-08-01,2022-08-02
9-B03680-WHI-00-HN,1106,838,PYC-289-PHOI,10.040000,10.040000,2022-07-30,2022-08-01,2022-08-01
3-NH0675-BLK-23-CY,1106,838,PYC-289-PHOI,253.510000,253.510000,2022-07-30,2022-08-01,2022-08-01
4-KATE00-BLK-N0-28,1106,838,PYC-289-PHOI,362.570000,362.570000,2022-07-30,2022-08-01,2022-08-01
2-M83200-BLK-00-DI,1106,1259,PYC-451-CAT,8.530000,8.530000,2022-08-31,2022-09-01,2022-08-31
9-HJP018-000-00-JP,1106,1384,PYC-483-PHOI,254.000000,254.000000,2022-09-12,2022-09-13,2022-09-12
8-JP0124-000-ST-JP,1106,1384,PYC-483-PHOI,254.000000,254.000000,2022-09-12,2022-09-13,2022-09-12
8-JP0122-000-ST-TL,1106,1469,PYC-512-PHOI,254.000000,254.000000,2022-09-21,2022-09-22,2022-09-21
9-HJP018-000-00-JP,1107,1384,PYC-483-PHOI,254.000000,254.000000,2022-09-12,2022-09-13,2022-09-12
8-JP0124-000-ST-JP,1107,1384,PYC-483-PHOI,254.000000,254.000000,2022-09-12,2022-09-13,2022-09-12
8-JP0122-000-ST-TL,1107,1469,PYC-512-PHOI,254.000000,254.000000,2022-09-21,2022-09-22,2022-09-21
1-CVAC08-WHI-00-HV,1107,836,PYC-300-CAT,37.110000,37.110000,2022-07-30,2022-08-01,2022-08-01
7-CM1712-WHI-50-PP,1107,838,PYC-289-PHOI,6.980000,6.980000,2022-07-30,2022-08-01,2022-08-01
9-NS3C02-000-00-NT,1107,838,PYC-289-PHOI,258.530000,258.530000,2022-07-30,2022-08-01,2022-08-01
9-GDTHMB-WHI-20-AN,1107,838,PYC-289-PHOI,23.270000,23.270000,2022-07-30,2022-08-01,2022-08-01
9-GDTHMG-WHI-20-AN,1107,838,PYC-289-PHOI,23.270000,23.270000,2022-07-30,2022-08-01,2022-08-01
9-B03680-WHI-00-HN,1107,838,PYC-289-PHOI,10.040000,10.040000,2022-07-30,2022-08-01,2022-08-01
4-KATE00-WHI-N0-28,1107,838,PYC-289-PHOI,362.570000,362.570000,2022-07-30,2022-08-01,2022-08-01
3-NH0675-WHI-23-CY,1107,838,PYC-289-PHOI,253.510000,253.510000,2022-07-30,2022-08-01,2022-08-01
4-CVAC04-SCA-N0-17,1107,838,PYC-289-PHOI,110.000000,110.000000,2022-07-30,2022-08-01,2022-08-01
2-M83200-WHI-00-DI,1107,944,PYC-337-CAT,8.530000,8.530000,2022-08-08,2022-08-09,2022-08-08
1-KATE00-BLK-00-HV,1108,878,PYC-317-CAT,11.000000,11.000000,2022-08-02,2022-08-03,2022-08-04
1-CO6535-BLK-00-AK,1108,897,PYC-320-CAT,28.610000,28.610000,2022-08-04,2022-08-05,2022-08-04
6-NH7000-BLK-00-WW,1108,898,PYC-311-PHOI,384.000000,384.000000,2022-08-04,2022-08-05,2022-08-06
8-RV0045-000-DE-TL,1108,898,PYC-311-PHOI,384.000000,384.000000,2022-08-04,2022-08-05,2022-08-06
8-RV0064-000-DE-TL,1108,898,PYC-311-PHOI,384.000000,384.000000,2022-08-04,2022-08-05,2022-08-06
8-RV0130-000-DE-TL,1108,898,PYC-311-PHOI,388.000000,388.000000,2022-08-04,2022-08-05,2022-08-06
7-CM0BLK-BLK-50-PP,1108,898,PYC-311-PHOI,4.000000,4.000000,2022-08-04,2022-08-05,2022-08-06
9-NS3C02-000-00-NT,1108,898,PYC-311-PHOI,388.000000,388.000000,2022-08-04,2022-08-05,2022-08-06
9-B03680-WHI-00-HN,1108,898,PYC-311-PHOI,15.000000,15.000000,2022-08-04,2022-08-05,2022-08-06
3-NH2302-BLK-23-CY,1108,898,PYC-311-PHOI,384.000000,384.000000,2022-08-04,2022-08-05,2022-08-06
9-DANHUA-WHI-35-AK,1108,898,PYC-311-PHOI,381.000000,381.000000,2022-08-04,2022-08-05,2022-08-06
7-CM0BLK-303-30-PP,1108,898,PYC-311-PHOI,4.000000,4.000000,2022-08-04,2022-08-05,2022-08-06
8-RV0164-000-DE-WW,1108,1366,PYC-476-PHOI,385.000000,385.000000,2022-09-09,2022-09-10,2022-09-12
9-HRV048-GLD-00-TL,1108,1366,PYC-476-PHOI,382.000000,382.000000,2022-09-09,2022-09-10,2022-09-12
2-M83200-BLK-00-DI,1108,1259,PYC-451-CAT,13.000000,13.000000,2022-08-31,2022-09-01,2022-08-31
4-CO6535-BLK-DU-35,1108,1276,PYC-447-PHOI,251.460000,251.460000,2022-09-01,2022-09-05,2022-09-05
1-L03090-BL2-07-DD,1108,978,PYC-352-CAT,35.900000,16.860000,2022-08-09,2022-08-10,2022-08-11
1-L03090-BL2-07-DD,1108,978,PYC-352-CAT,35.900000,19.040000,2022-08-09,2022-08-10,2022-08-11
4-KATE00-BLK-N0-28,1108,979,PYC-347-PHOI,565.790000,565.790000,2022-08-09,2022-08-10,2022-08-11
9-DANHUA-WHI-35-AK,1109,979,PYC-347-PHOI,385.000000,385.000000,2022-08-09,2022-08-10,2022-08-11
4-KATE00-BLK-N0-28,1109,979,PYC-347-PHOI,550.350000,516.870000,2022-08-09,2022-08-10,2022-08-11
4-KATE00-BLK-N0-28,1109,979,PYC-347-PHOI,550.350000,33.480000,2022-08-09,2022-08-10,2022-08-11
4-CO6535-BLK-DU-35,1109,1366,PYC-476-PHOI,244.600000,244.600000,2022-09-09,2022-09-10,2022-09-12
9-HRV049-GLD-00-TL,1109,1366,PYC-476-PHOI,385.000000,385.000000,2022-09-09,2022-09-10,2022-09-12
2-M83200-BLK-00-DI,1109,1259,PYC-451-CAT,12.950000,12.950000,2022-08-31,2022-09-01,2022-08-31
1-KATE00-BLK-00-HV,1109,874,PYC-316-CAT,11.500000,11.500000,2022-08-02,2022-08-03,2022-08-04
1-L03090-GRY-00-DD,1109,874,PYC-316-CAT,31.390000,31.390000,2022-08-02,2022-08-03,2022-08-04
6-NH7000-NAV-00-WW,1109,898,PYC-311-PHOI,384.810000,384.810000,2022-08-04,2022-08-05,2022-08-06
7-CM7915-NAV-50-PP,1109,898,PYC-311-PHOI,6.000000,6.000000,2022-08-04,2022-08-05,2022-08-06
7-CM7952-NAV-50-PP,1109,898,PYC-311-PHOI,1.000000,1.000000,2022-08-04,2022-08-05,2022-08-06
7-CM9633-QRY-50-PP,1109,898,PYC-311-PHOI,2.000000,2.000000,2022-08-04,2022-08-05,2022-08-06
8-RV0045-000-DE-TL,1109,898,PYC-311-PHOI,384.810000,384.810000,2022-08-04,2022-08-05,2022-08-06
8-RV0077-000-DE-TL,1109,898,PYC-311-PHOI,384.810000,384.810000,2022-08-04,2022-08-05,2022-08-06
9-NS3C02-000-00-NT,1109,898,PYC-311-PHOI,392.430000,392.430000,2022-08-04,2022-08-05,2022-08-06
9-B03680-WHI-00-HN,1109,898,PYC-311-PHOI,15.000000,15.000000,2022-08-04,2022-08-05,2022-08-06
3-NH2302-BLK-23-CY,1109,898,PYC-311-PHOI,384.810000,384.810000,2022-08-04,2022-08-05,2022-08-06
7-CM7952-303-30-PP,1109,898,PYC-311-PHOI,3.000000,3.000000,2022-08-04,2022-08-05,2022-08-06
1-CO6535-BLK-00-AK,1109,899,PYC-321-CAT,8.640000,7.650000,2022-08-04,2022-08-05,2022-08-04
1-CO6535-BLK-00-AK,1109,899,PYC-321-CAT,8.640000,0.990000,2022-08-04,2022-08-05,2022-08-11
1-CO6535-SLL-00-AK,1109,899,PYC-321-CAT,19.980000,19.980000,2022-08-04,2022-08-05,2022-08-04
7-CM9633-303-30-PP,1109,930,PYC-325-PHOI,3.000000,3.000000,2022-08-06,2022-08-08,2022-08-08
1-KATE00-BLK-00-HV,1110,874,PYC-316-CAT,11.010000,11.010000,2022-08-02,2022-08-03,2022-08-04
7-CM6767-GRN-50-PP,1110,898,PYC-311-PHOI,2.000000,2.000000,2022-08-04,2022-08-05,2022-08-06
8-RV0045-000-DE-TL,1110,898,PYC-311-PHOI,385.000000,385.000000,2022-08-04,2022-08-05,2022-08-06
8-RV0078-000-DE-TL,1110,898,PYC-311-PHOI,385.000000,385.000000,2022-08-04,2022-08-05,2022-08-06
7-CM0BLK-BLK-50-PP,1110,898,PYC-311-PHOI,4.000000,4.000000,2022-08-04,2022-08-05,2022-08-06
9-NS3C02-000-00-NT,1110,898,PYC-311-PHOI,385.000000,385.000000,2022-08-04,2022-08-05,2022-08-06
9-B03680-WHI-00-HN,1110,898,PYC-311-PHOI,15.240000,15.240000,2022-08-04,2022-08-05,2022-08-06
3-NH2302-BLK-23-CY,1110,898,PYC-311-PHOI,385.000000,385.000000,2022-08-04,2022-08-05,2022-08-06
6-NH7000-OLI-00-WW,1110,898,PYC-311-PHOI,385.000000,385.000000,2022-08-04,2022-08-05,2022-08-06
7-CM6767-303-30-PP,1110,898,PYC-311-PHOI,1.000000,1.000000,2022-08-04,2022-08-05,2022-08-06
1-CO6535-OLI-00-AK,1110,899,PYC-321-CAT,19.980000,19.000000,2022-08-04,2022-08-05,2022-08-04
1-CO6535-OLI-00-AK,1110,899,PYC-321-CAT,19.980000,0.980000,2022-08-04,2022-08-05,2022-08-08
1-L03090-OLI-44-DD,1110,899,PYC-321-CAT,31.390000,31.390000,2022-08-04,2022-08-05,2022-08-04
7-CM6767-303-30-PP,1110,930,PYC-325-PHOI,3.000000,3.000000,2022-08-06,2022-08-08,2022-08-08
2-M83200-BLK-00-DI,1110,1259,PYC-451-CAT,12.950000,12.950000,2022-08-31,2022-09-01,2022-08-31
4-CO6535-BLK-DU-35,1110,1276,PYC-447-PHOI,244.600000,244.600000,2022-09-01,2022-09-05,2022-09-05
9-DANHUA-WHI-35-AK,1110,979,PYC-347-PHOI,385.000000,385.000000,2022-08-09,2022-08-10,2022-08-11
4-KATE00-BLK-N0-28,1110,979,PYC-347-PHOI,550.350000,51.240000,2022-08-09,2022-08-10,2022-08-11
4-KATE00-BLK-N0-28,1110,979,PYC-347-PHOI,550.350000,499.110000,2022-08-09,2022-08-10,2022-08-12
1-CO6535-BLK-00-AK,1110,1031,PYC-369-CAT,8.640000,8.640000,2022-08-11,2022-08-12,2022-08-12
9-HRV050-GLD-00-TL,1110,1366,PYC-476-PHOI,385.000000,385.000000,2022-09-09,2022-09-10,2022-09-12
4-CVAC06-BLK-DU-35,1111,1366,PYC-476-PHOI,244.600000,244.600000,2022-09-09,2022-09-10,2022-09-12
9-HRV051-GLD-00-TL,1111,1366,PYC-476-PHOI,382.000000,382.000000,2022-09-09,2022-09-10,2022-09-12
8-RV0165-000-DE-WW,1111,1432,PYC-500-PHOI,385.000000,385.000000,2022-09-19,2022-09-20,2022-09-20
7-CM8119-303-30-PP,1111,1220,PYC-432-PHOI,1.000000,1.000000,2022-08-26,2022-08-27,2022-08-27
2-M83200-BLK-00-DI,1111,1259,PYC-451-CAT,12.950000,12.950000,2022-08-31,2022-09-01,2022-08-31
4-KATE00-BLK-N0-28,1111,979,PYC-347-PHOI,550.350000,550.350000,2022-08-09,2022-08-10,2022-08-12
1-CVAC06-BLK-00-HV,1111,874,PYC-316-CAT,19.650000,19.650000,2022-08-02,2022-08-03,2022-08-04
1-CVAC29-GLD-00-HV,1111,874,PYC-316-CAT,8.970000,8.970000,2022-08-02,2022-08-03,2022-08-04
1-KATE00-BLK-00-HV,1111,874,PYC-316-CAT,11.010000,11.010000,2022-08-02,2022-08-03,2022-08-04
1-L03090-STO-00-DD,1111,874,PYC-316-CAT,31.390000,31.390000,2022-08-02,2022-08-03,2022-08-04
6-NH7000-BLK-00-WW,1111,898,PYC-311-PHOI,384.000000,384.000000,2022-08-04,2022-08-05,2022-08-06
7-CM8119-BGE-50-PP,1111,898,PYC-311-PHOI,1.000000,1.000000,2022-08-04,2022-08-05,2022-08-06
7-CM9335-BGE-50-PP,1111,898,PYC-311-PHOI,1.000000,1.000000,2022-08-04,2022-08-05,2022-08-06
8-RV0045-000-DE-TL,1111,898,PYC-311-PHOI,384.000000,384.000000,2022-08-04,2022-08-05,2022-08-06
8-RV0074-000-DE-TL,1111,898,PYC-311-PHOI,384.000000,384.000000,2022-08-04,2022-08-05,2022-08-06
8-RV0076-000-DE-TL,1111,898,PYC-311-PHOI,384.000000,384.000000,2022-08-04,2022-08-05,2022-08-06
7-CM0BLK-BLK-50-PP,1111,898,PYC-311-PHOI,3.000000,3.000000,2022-08-04,2022-08-05,2022-08-06
9-HRV011-GLD-00-TL,1111,898,PYC-311-PHOI,381.000000,381.000000,2022-08-04,2022-08-05,2022-08-06
9-NS3C02-000-00-NT,1111,898,PYC-311-PHOI,392.430000,392.430000,2022-08-04,2022-08-05,2022-08-06
9-B03680-WHI-00-HN,1111,898,PYC-311-PHOI,15.240000,15.240000,2022-08-04,2022-08-05,2022-08-06
3-NH2302-BLK-23-CY,1111,898,PYC-311-PHOI,384.810000,384.810000,2022-08-04,2022-08-05,2022-08-06
