position,total_quota,parent_product,order_code,product_code,order_quota
Thùng carton,118.800000,6789,TTDSTK-220621-SG570-White-Blank,9-804737-Y00-5L-BN,0.033000
Chỉ may đai,21.600000,3648,TTDSTK-220621-SG570-White-Blank,7-CM9655-GRY-50-PP,0.006000
Chỉ Đai,22.000000,3645,TTDSTK-220621-SG570-White-Blank,7-CM9631-GRY-50-PP,
Mặt,12.500000,9364,PH-220624-CRS,1-CVAC53-DHE-L2-HV,0.023800
Hông,13.100000,225,PH-220624-CRS,1-CVAC53-DHE-00-HV,0.025000
Đuôi,16.900000,225,PH-220624-CRS,1-CVAC53-DHE-00-HV,0.032200
Két trên+nút,11.200000,225,PH-220624-CRS,1-CVAC53-DHE-00-HV,0.021300
Két dưới,10.700000,225,PH-220624-CRS,1-CVAC53-DHE-00-HV,0.020400
Đai,315.000000,8347,PH-220624-CRS,4-CVAC06-BLK-D6-30,0.600000
Viền,766.500000,8508,PH-220624-CRS,4-KATE00-BLK-N0-28,1.460000
Két nhựa,505.000000,7592,PH-220624-CRS,3-NH3930-BLK-23-CY,1.000000
Nút sắt,515.000000,6580,PH-220624-CRS,9-NS3C02-000-00-NT,1.000000
Keo dựng mặt,17.000000,2346,PH-220624-CRS,2-GANXAM-GRY-00-WW,0.033000
Dây size,315.000000,3983,PH-220624-CRS,5-DAFELT-BLK-07-TA,0.600000
Nhãn,505.000000,7965,PH-220624-CRS,8-PH0012-000-ST-TL,1.000000
Chỉ may,6.000000,3560,PH-220624-CRS,7-CM8524-BRO-50-PP,0.010000
Chỉ may đai+viền,3.000000,5948,PH-220624-CRS,7-CM0BLK-BLK-50-PP,0.006000
Giấy lót nón,500.000000,8916,PH-220624-CRS,9-GL2608-450-00-TA,1.000000
Bao nylon,20.000000,6731,PH-220624-CRS,9-B03680-WHI-00-HN,0.040000
Thùng lớn,5.000000,6788,PH-220624-CRS,9-664740-Y00-5L-BN,0.010000
Dây khóa,5.800000,225,PH-220624-CRS,1-CVAC53-DHE-00-HV,0.011000
Gai dính (mặt bông),47.300000,6603,PH-220624-CRS,9-GDTHMB-BLK-20-AN,0.090000
Gai dính (mặt gai),47.300000,6604,PH-220624-CRS,9-GDTHMG-BLK-20-AN,0.090000
thùng con,20.000000,6806,PH-220624-CRS,9-642218-Y00-3L-BN,
Mặt,5.700000,235,BF-220531-CADENCY TIGER_v1,1-CVAC57-OLI-00-HV,0.026400
Hông,5.400000,235,BF-220531-CADENCY TIGER_v1,1-CVAC57-OLI-00-HV,0.025000
Đuôi,6.500000,235,BF-220531-CADENCY TIGER_v1,1-CVAC57-OLI-00-HV,0.030000
Két trên+nút,4.900000,326,BF-220531-CADENCY TIGER_v1,1-SUEDE0-BRO-L2-TQ,0.023000
Két dưới,4.700000,7513,BF-220531-CADENCY TIGER_v1,1-POGXIN-WHI-V3-DK,0.021800
Đai,129.000000,8733,BF-220531-CADENCY TIGER_v1,4-CVAC06-BLK-I6-35,0.600000
Viền,290.300000,7684,BF-220531-CADENCY TIGER_v1,4-NYLOWW-BLK-N0-28,1.350000
Két nhựa,203.000000,7554,BF-220531-CADENCY TIGER_v1,3-NH950V-BLK-23-CY,1.000000
Nút sắt,207.000000,6580,BF-220531-CADENCY TIGER_v1,9-NS3C02-000-00-NT,1.000000
Dây size,129.000000,3983,BF-220531-CADENCY TIGER_v1,5-DAFELT-BLK-07-TA,0.600000
Keo dựng mặt,6.200000,2346,BF-220531-CADENCY TIGER_v1,2-GANXAM-GRY-00-WW,0.030000
Khóa,203.000000,2425,BF-220531-CADENCY TIGER_v1,6-NH7000-WHT-00-WW,1.000000
Nhãn dệt đai,203.000000,4327,BF-220531-CADENCY TIGER_v1,8-BF0037-000-DE-TL,1.000000
Chỉ may chóp,2.000000,3414,BF-220531-CADENCY TIGER_v1,7-CM5721-GRN-50-PP,0.010000
Chỉ may két trên+bọ,2.000000,3579,BF-220531-CADENCY TIGER_v1,7-CM8660-BRO-50-PP,0.008000
Chỉ may đai+viền+két dưới,2.000000,5948,BF-220531-CADENCY TIGER_v1,7-CM0BLK-BLK-50-PP,0.010000
Giấy lót nón,201.000000,8916,BF-220531-CADENCY TIGER_v1,9-GL2608-450-00-TA,1.000000
Bao nylon in,201.000000,6773,BF-220531-CADENCY TIGER_v1,9-BBF001-WHI-IN-HN,1.000000
Thùng lớn,2.000000,8225,BF-220531-CADENCY TIGER_v1,9-X44317-Y00-5L-BN,0.010000
Mặt,3.000000,235,DYC-US-220622-Soflo Jeeps-591,1-CVAC57-OLI-00-HV,0.026500
Hông,4.100000,8285,DYC-US-220622-Soflo Jeeps-591,1-L03090-OLI-44-DD,0.036000
Đuôi,4.800000,8285,DYC-US-220622-Soflo Jeeps-591,1-L03090-OLI-44-DD,0.042000
Két trên + nút,2.500000,235,DYC-US-220622-Soflo Jeeps-591,1-CVAC57-OLI-00-HV,0.022000
Két dưới,2.400000,235,DYC-US-220622-Soflo Jeeps-591,1-CVAC57-OLI-00-HV,0.021000
Đai,79.300000,8422,DYC-US-220622-Soflo Jeeps-591,4-CVAC57-OLI-D6-30,0.700000
Viền,153.000000,6863,DYC-US-220622-Soflo Jeeps-591,4-KATE00-CPR-N0-28,1.350000
Két nhựa,106.100000,7578,DYC-US-220622-Soflo Jeeps-591,3-NH0675-BLK-23-CY,1.000000
Nút sắt,106.100000,6580,DYC-US-220622-Soflo Jeeps-591,9-NS3C02-000-00-NT,1.000000
Keo dựng mặt,3.500000,2348,DYC-US-220622-Soflo Jeeps-591,2-M83200-BLK-00-DI,0.033000
Dây size,68.000000,4018,DYC-US-220622-Soflo Jeeps-591,5-DAFELT-OLI-07-TA,0.600000
Khóa nhựa,106.100000,2374,DYC-US-220622-Soflo Jeeps-591,6-NH7000-OLI-00-AK,1.000000
Nhãn dệt đai DYC Design vàng,106.100000,4578,DYC-US-220622-Soflo Jeeps-591,8-DY0002-000-DE-MX,1.000000
Chỉ may chính,1.100000,3577,DYC-US-220622-Soflo Jeeps-591,7-CM8654-GRN-50-PP,0.010000
Chỉ may đai,1.100000,3577,DYC-US-220622-Soflo Jeeps-591,7-CM8654-GRN-50-PP,0.010000
Giấy lót nón logo DYC,103.000000,8052,DYC-US-220622-Soflo Jeeps-591,9-GLNDYC-000-IN-TL,1.000000
Bao nylon,4.000000,6731,DYC-US-220622-Soflo Jeeps-591,9-B03680-WHI-00-HN,0.038000
Tem két,103.000000,7953,DYC-US-220622-Soflo Jeeps-591,9-SDY004-000-00-DO,1.000000
Thùng carton to (100 pcs),1.000000,8110,DYC-US-220622-Soflo Jeeps-591,9-664740-Y03-5L-BN,0.010000
Thùng carton nhỏ (25 pcs),4.000000,8111,DYC-US-220622-Soflo Jeeps-591,9-642218-Y03-3L-BN,0.040000
Mặt,6.700000,102,AD-220623-YELIR YYY,1-CVAC08-WHI-00-HV,0.025000
Hông,10.700000,1950,AD-220623-YELIR YYY,1-L03090-WH2-00-DD,0.040000
Đuôi,12.900000,1950,AD-220623-YELIR YYY,1-L03090-WH2-00-DD,0.048000
"Két trên X2,nút",12.000000,102,AD-220623-YELIR YYY,1-CVAC08-WHI-00-HV,0.044800
Két dưới,5.700000,102,AD-220623-YELIR YYY,1-CVAC08-WHI-00-HV,0.021200
Đai,161.100000,8980,AD-220623-YELIR YYY,4-CVAC08-WHI-AI-35,0.600000
Viền in,405.900000,9005,AD-220623-YELIR YYY,4-KATE00-WHI-NL-28,1.470000
Két nhựa,253.500000,7565,AD-220623-YELIR YYY,3-NH2302-WHI-23-CY,1.000000
Nút sắt,253.500000,6580,AD-220623-YELIR YYY,9-NS3C02-000-00-NT,1.000000
Keo,8.500000,2346,AD-220623-YELIR YYY,2-GANXAM-GRY-00-WW,0.033000
Dây size,155.100000,3989,AD-220623-YELIR YYY,5-DAFELT-WHI-07-TA,0.600000
Khóa nhựa,253.500000,2393,AD-220623-YELIR YYY,6-NH7002-WHI-00-WW,1.000000
Nhãn đai,253.500000,4127,AD-220623-YELIR YYY,8-AD0035-000-DE-TL,1.000000
Nhãn khóa,253.500000,4284,AD-220623-YELIR YYY,8-AD0192-000-DE-TL,1.000000
Chỉ may,5.000000,3318,AD-220623-YELIR YYY,7-CM1712-WHI-50-PP,0.020000
Giấy lót nón,251.000000,8916,AD-220623-YELIR YYY,9-GL2608-450-00-TA,1.000000
Bao Nylon Yelir,251.000000,6724,AD-220623-YELIR YYY,9-B03236-GHA-KI-HN,1.000000
Hangtag,253.500000,5973,AD-220623-YELIR YYY,9-HAD004-000-00-AD,1.000000
Thùng carton (100 pcs),2.510000,6786,AD-220623-YELIR YYY,9-604336-Y02-5L-BN,0.010000
Mặt,6.700000,82,AD-220623-YELIR GREY,1-CVAC06-BLK-00-HV,0.025000
Hông,10.700000,1933,AD-220623-YELIR GREY,1-L03090-GRY-00-DD,0.040000
Đuôi,12.900000,1933,AD-220623-YELIR GREY,1-L03090-GRY-00-DD,0.048000
"Két trên X2,nút",12.000000,82,AD-220623-YELIR GREY,1-CVAC06-BLK-00-HV,0.044800
Két dưới,5.700000,82,AD-220623-YELIR GREY,1-CVAC06-BLK-00-HV,0.021200
Đai,161.100000,8708,AD-220623-YELIR GREY,4-CVAC07-GRY-AI-35,0.600000
Viền in,405.900000,9011,AD-220623-YELIR GREY,4-KATE00-GRY-NL-28,1.470000
Két nhựa,253.500000,7564,AD-220623-YELIR GREY,3-NH2302-BLK-23-CY,1.000000
Nút sắt,258.500000,6580,AD-220623-YELIR GREY,9-NS3C02-000-00-NT,1.000000
Keo,8.500000,2346,AD-220623-YELIR GREY,2-GANXAM-GRY-00-WW,0.033000
Dây size,155.100000,4024,AD-220623-YELIR GREY,5-DAFELT-LRY-07-TA,0.600000
Khóa nhựa,253.500000,2398,AD-220623-YELIR GREY,6-NH7000-GRY-00-WW,1.000000
Nhãn đai,253.500000,4127,AD-220623-YELIR GREY,8-AD0035-000-DE-TL,1.000000
Nhãn khóa,253.500000,4284,AD-220623-YELIR GREY,8-AD0192-000-DE-TL,1.000000
Chỉ may mặt,0.900000,5948,AD-220623-YELIR GREY,7-CM0BLK-BLK-50-PP,0.003200
Chỉ may két,1.300000,5948,AD-220623-YELIR GREY,7-CM0BLK-BLK-50-PP,0.005000
Chỉ may đai,1.600000,3646,AD-220623-YELIR GREY,7-CM9633-QRY-50-PP,0.006000
Chỉ  may hông đuôi,1.300000,3646,AD-220623-YELIR GREY,7-CM9633-QRY-50-PP,0.005000
Giấy lót nón,251.000000,8916,AD-220623-YELIR GREY,9-GL2608-450-00-TA,1.000000
Bao Nylon Yelir,251.000000,6724,AD-220623-YELIR GREY,9-B03236-GHA-KI-HN,1.000000
Hangtag,253.500000,5973,AD-220623-YELIR GREY,9-HAD004-000-00-AD,1.000000
Thùng carton (100 pcs),2.510000,6786,AD-220623-YELIR GREY,9-604336-Y02-5L-BN,0.010000
Mặt,5.400000,156,AD-220623-YELIR DK GREEN,1-CVAC25-DGR-00-IW,0.025000
Hông,8.600000,1898,AD-220623-YELIR DK GREEN,1-L03090-DGR-00-AK,0.040000
Đuôi,10.300000,1898,AD-220623-YELIR DK GREEN,1-L03090-DGR-00-AK,0.048000
"Két trên X2,nút",9.600000,82,AD-220623-YELIR DK GREEN,1-CVAC06-BLK-00-HV,0.044800
Két dưới,4.600000,82,AD-220623-YELIR DK GREEN,1-CVAC06-BLK-00-HV,0.021200
Đai,129.000000,8706,AD-220623-YELIR DK GREEN,4-CVAC06-BLK-AC-35,0.600000
Viền in,325.000000,9008,AD-220623-YELIR DK GREEN,4-KATE00-BLK-NL-28,1.470000
Két nhựa,203.000000,7564,AD-220623-YELIR DK GREEN,3-NH2302-BLK-23-CY,1.000000
Nút sắt,207.000000,6580,AD-220623-YELIR DK GREEN,9-NS3C02-000-00-NT,1.000000
Keo,6.800000,2346,AD-220623-YELIR DK GREEN,2-GANXAM-GRY-00-WW,0.033000
Dây size,124.200000,3983,AD-220623-YELIR DK GREEN,5-DAFELT-BLK-07-TA,0.600000
Khóa nhựa,203.000000,2388,AD-220623-YELIR DK GREEN,6-NH7002-BLK-00-WW,1.000000
Nhãn đai,203.000000,4127,AD-220623-YELIR DK GREEN,8-AD0035-000-DE-TL,1.000000
Nhãn khóa,203.000000,4284,AD-220623-YELIR DK GREEN,8-AD0192-000-DE-TL,1.000000
Chỉ may mặt,0.700000,3425,AD-220623-YELIR DK GREEN,7-CM5941-GRN-50-PP,0.003200
Chỉ may đai,1.300000,5948,AD-220623-YELIR DK GREEN,7-CM0BLK-BLK-50-PP,0.006000
Chỉ may két,1.100000,5948,AD-220623-YELIR DK GREEN,7-CM0BLK-BLK-50-PP,0.005000
Chỉ may hông đuôi,1.100000,3425,AD-220623-YELIR DK GREEN,7-CM5941-GRN-50-PP,0.005000
Giấy lót nón,201.000000,8916,AD-220623-YELIR DK GREEN,9-GL2608-450-00-TA,1.000000
Bao Nylon Yelir,201.000000,6724,AD-220623-YELIR DK GREEN,9-B03236-GHA-KI-HN,1.000000
Hangtag,203.000000,5973,AD-220623-YELIR DK GREEN,9-HAD004-000-00-AD,1.000000
Thùng carton (100 pcs),2.010000,6786,AD-220623-YELIR DK GREEN,9-604336-Y02-5L-BN,0.010000
Mặt,6.700000,82,AD-220623-YELIR 18,1-CVAC06-BLK-00-HV,0.025000
Hông,10.700000,1929,AD-220623-YELIR 18,1-L03090-BL2-07-DD,0.040000
Đuôi,12.900000,1929,AD-220623-YELIR 18,1-L03090-BL2-07-DD,0.048000
"Két trên X2,nút",12.000000,82,AD-220623-YELIR 18,1-CVAC06-BLK-00-HV,0.044800
Két dưới,5.700000,82,AD-220623-YELIR 18,1-CVAC06-BLK-00-HV,0.021200
Đai,161.100000,8706,AD-220623-YELIR 18,4-CVAC06-BLK-AC-35,0.600000
Viền,405.900000,9008,AD-220623-YELIR 18,4-KATE00-BLK-NL-28,1.470000
Két nhựa,253.500000,7564,AD-220623-YELIR 18,3-NH2302-BLK-23-CY,1.000000
Nút sắt,258.500000,6580,AD-220623-YELIR 18,9-NS3C02-000-00-NT,1.000000
Keo,8.500000,2346,AD-220623-YELIR 18,2-GANXAM-GRY-00-WW,0.033000
Dây size,155.100000,3983,AD-220623-YELIR 18,5-DAFELT-BLK-07-TA,0.600000
Khóa nhựa,253.500000,2388,AD-220623-YELIR 18,6-NH7002-BLK-00-WW,1.000000
Nhãn đai,253.500000,4127,AD-220623-YELIR 18,8-AD0035-000-DE-TL,1.000000
Nhãn khóa,253.500000,4284,AD-220623-YELIR 18,8-AD0192-000-DE-TL,1.000000
Chỉ may,5.400000,5948,AD-220623-YELIR 18,7-CM0BLK-BLK-50-PP,0.020000
Giấy lót nón,251.000000,8916,AD-220623-YELIR 18,9-GL2608-450-00-TA,1.000000
Bao Nylon Yelir,251.000000,6724,AD-220623-YELIR 18,9-B03236-GHA-KI-HN,1.000000
Thùng carton (100 pcs),2.510000,6786,AD-220623-YELIR 18,9-604336-Y02-5L-BN,0.010000
Hangtag,253.500000,5973,AD-220623-YELIR 18,9-HAD004-000-00-AD,1.000000
Con giống Mặt,1.900000,8962,AD-220623-YELIR 18,1-CVAC08-WHI-K8-HV,0.007500
Mặt,13.200000,82,AD-220623-YELIR 13,1-CVAC06-BLK-00-HV,0.025000
Hông,21.000000,1929,AD-220623-YELIR 13,1-L03090-BL2-07-DD,0.040000
Đuôi,25.300000,1929,AD-220623-YELIR 13,1-L03090-BL2-07-DD,0.048000
"Két trên X2,nút",23.600000,82,AD-220623-YELIR 13,1-CVAC06-BLK-00-HV,0.044800
Két dưới,11.200000,82,AD-220623-YELIR 13,1-CVAC06-BLK-00-HV,0.021200
Đai,315.600000,8706,AD-220623-YELIR 13,4-CVAC06-BLK-AC-35,0.600000
Viền in,773.300000,9008,AD-220623-YELIR 13,4-KATE00-BLK-NL-28,1.470000
Két nhựa,506.000000,7564,AD-220623-YELIR 13,3-NH2302-BLK-23-CY,1.000000
Nút sắt,516.000000,6580,AD-220623-YELIR 13,9-NS3C02-000-00-NT,1.000000
Keo,17.000000,2346,AD-220623-YELIR 13,2-GANXAM-GRY-00-WW,0.033000
Dây size,309.600000,3983,AD-220623-YELIR 13,5-DAFELT-BLK-07-TA,0.600000
Khóa nhựa,506.000000,2388,AD-220623-YELIR 13,6-NH7002-BLK-00-WW,1.000000
Nhãn đai,506.000000,4127,AD-220623-YELIR 13,8-AD0035-000-DE-TL,1.000000
Nhãn khóa,506.000000,4284,AD-220623-YELIR 13,8-AD0192-000-DE-TL,1.000000
Chỉ may,10.500000,5948,AD-220623-YELIR 13,7-CM0BLK-BLK-50-PP,0.020000
Giấy lót nón,501.000000,8916,AD-220623-YELIR 13,9-GL2608-450-00-TA,1.000000
Bao Nylon Yelir,501.000000,6724,AD-220623-YELIR 13,9-B03236-GHA-KI-HN,1.000000
Hangtag,506.000000,5973,AD-220623-YELIR 13,9-HAD004-000-00-AD,1.000000
Thùng carton (100 pcs),5.010000,6786,AD-220623-YELIR 13,9-604336-Y02-5L-BN,0.010000
Mặt,13.200000,82,AD-220623-YELIR 7,1-CVAC06-BLK-00-HV,0.025000
Hông,21.000000,1929,AD-220623-YELIR 7,1-L03090-BL2-07-DD,0.040000
Đuôi,25.300000,1929,AD-220623-YELIR 7,1-L03090-BL2-07-DD,0.048000
"Két trên X2,nút",23.600000,82,AD-220623-YELIR 7,1-CVAC06-BLK-00-HV,0.044800
Két dưới,11.200000,82,AD-220623-YELIR 7,1-CVAC06-BLK-00-HV,0.021200
Đai,315.600000,8706,AD-220623-YELIR 7,4-CVAC06-BLK-AC-35,0.600000
Viền in,773.300000,9008,AD-220623-YELIR 7,4-KATE00-BLK-NL-28,1.470000
Két nhựa,506.000000,7564,AD-220623-YELIR 7,3-NH2302-BLK-23-CY,1.000000
Nút sắt,506.000000,6580,AD-220623-YELIR 7,9-NS3C02-000-00-NT,1.000000
Keo,17.000000,2346,AD-220623-YELIR 7,2-GANXAM-GRY-00-WW,0.033000
Dây size,309.600000,3983,AD-220623-YELIR 7,5-DAFELT-BLK-07-TA,0.600000
Khóa nhựa,506.000000,2388,AD-220623-YELIR 7,6-NH7002-BLK-00-WW,1.000000
Nhãn đai,506.000000,4127,AD-220623-YELIR 7,8-AD0035-000-DE-TL,1.000000
Nhãn khóa,506.000000,4284,AD-220623-YELIR 7,8-AD0192-000-DE-TL,1.000000
Chỉ may,10.500000,5948,AD-220623-YELIR 7,7-CM0BLK-BLK-50-PP,0.020000
Giấy lót nón,501.000000,8916,AD-220623-YELIR 7,9-GL2608-450-00-TA,1.000000
Bao Nylon Yelir,501.000000,6724,AD-220623-YELIR 7,9-B03236-GHA-KI-HN,1.000000
Hangtag,506.000000,5973,AD-220623-YELIR 7,9-HAD004-000-00-AD,1.000000
Thùng carton (100 pcs),5.010000,6786,AD-220623-YELIR 7,9-604336-Y02-5L-BN,0.010000
Mặt,4.200000,82,AD-220623-YELIR 6,1-CVAC06-BLK-00-HV,0.025000
Hông,6.600000,1929,AD-220623-YELIR 6,1-L03090-BL2-07-DD,0.040000
Đuôi,8.000000,1929,AD-220623-YELIR 6,1-L03090-BL2-07-DD,0.048000
"Két trên X2,nút",7.400000,82,AD-220623-YELIR 6,1-CVAC06-BLK-00-HV,0.044800
Két dưới,3.500000,82,AD-220623-YELIR 6,1-CVAC06-BLK-00-HV,0.021200
Đai,99.700000,8706,AD-220623-YELIR 6,4-CVAC06-BLK-AC-35,0.600000
Viền in,244.200000,9008,AD-220623-YELIR 6,4-KATE00-BLK-NL-28,1.470000
Két nhựa,152.500000,7564,AD-220623-YELIR 6,3-NH2302-BLK-23-CY,1.000000
Nút sắt,155.500000,6580,AD-220623-YELIR 6,9-NS3C02-000-00-NT,1.000000
Keo,5.100000,2346,AD-220623-YELIR 6,2-GANXAM-GRY-00-WW,0.033000
Dây size,93.300000,3983,AD-220623-YELIR 6,5-DAFELT-BLK-07-TA,0.600000
Khóa nhựa,152.500000,2388,AD-220623-YELIR 6,6-NH7002-BLK-00-WW,1.000000
Nhãn đai,152.500000,4127,AD-220623-YELIR 6,8-AD0035-000-DE-TL,1.000000
Nhãn khóa,152.500000,4284,AD-220623-YELIR 6,8-AD0192-000-DE-TL,1.000000
Chỉ may,3.300000,5948,AD-220623-YELIR 6,7-CM0BLK-BLK-50-PP,0.020000
Giấy lót nón,151.000000,8916,AD-220623-YELIR 6,9-GL2608-450-00-TA,1.000000
Bao Nylon Yelir,151.000000,6724,AD-220623-YELIR 6,9-B03236-GHA-KI-HN,1.000000
Hangtag,152.500000,5973,AD-220623-YELIR 6,9-HAD004-000-00-AD,1.000000
Thùng carton (100 pcs),1.510000,6786,AD-220623-YELIR 6,9-604336-Y02-5L-BN,0.010000
Con giống Mặt,1.200000,202,AD-220623-YELIR 6,1-CVAC44-CYL-K8-IW,0.007500
Mặt,6.700000,82,AD-220623-YELIR 3Y,1-CVAC06-BLK-00-HV,0.025000
Hông,10.700000,1929,AD-220623-YELIR 3Y,1-L03090-BL2-07-DD,0.040000
Đuôi,12.900000,1929,AD-220623-YELIR 3Y,1-L03090-BL2-07-DD,0.048000
"Két trên X2,nút",12.000000,82,AD-220623-YELIR 3Y,1-CVAC06-BLK-00-HV,0.044800
Két dưới,5.700000,82,AD-220623-YELIR 3Y,1-CVAC06-BLK-00-HV,0.021200
Đai,161.100000,8706,AD-220623-YELIR 3Y,4-CVAC06-BLK-AC-35,0.600000
Viền in,405.900000,9008,AD-220623-YELIR 3Y,4-KATE00-BLK-NL-28,1.470000
Két nhựa,253.500000,7564,AD-220623-YELIR 3Y,3-NH2302-BLK-23-CY,1.000000
Nút sắt,258.500000,6580,AD-220623-YELIR 3Y,9-NS3C02-000-00-NT,1.000000
Keo,8.500000,2346,AD-220623-YELIR 3Y,2-GANXAM-GRY-00-WW,0.033000
Dây size,155.100000,3983,AD-220623-YELIR 3Y,5-DAFELT-BLK-07-TA,0.600000
Khóa nhựa,253.500000,2388,AD-220623-YELIR 3Y,6-NH7002-BLK-00-WW,1.000000
Nhãn đai,253.500000,4127,AD-220623-YELIR 3Y,8-AD0035-000-DE-TL,1.000000
Nhãn khóa,253.500000,4284,AD-220623-YELIR 3Y,8-AD0192-000-DE-TL,1.000000
Chỉ may,5.400000,5948,AD-220623-YELIR 3Y,7-CM0BLK-BLK-50-PP,0.020000
Giấy lót nón,251.000000,8916,AD-220623-YELIR 3Y,9-GL2608-450-00-TA,1.000000
Bao Nylon Yelir,251.000000,6724,AD-220623-YELIR 3Y,9-B03236-GHA-KI-HN,1.000000
Thùng carton (100 pcs),2.510000,6786,AD-220623-YELIR 3Y,9-604336-Y02-5L-BN,0.010000
Hangtag,251.000000,5973,AD-220623-YELIR 3Y,9-HAD004-000-00-AD,1.000000
Mặt,13.200000,82,AD-220623-YELIR 2,1-CVAC06-BLK-00-HV,0.025000
Mặt,13.200000,82,AD-220623-YELIR 2,1-CVAC06-BLK-00-HV,0.025000
Hông,21.000000,1929,AD-220623-YELIR 2,1-L03090-BL2-07-DD,0.040000
Hông,21.000000,1929,AD-220623-YELIR 2,1-L03090-BL2-07-DD,0.040000
Đuôi,25.300000,1929,AD-220623-YELIR 2,1-L03090-BL2-07-DD,0.048000
Đuôi,25.300000,1929,AD-220623-YELIR 2,1-L03090-BL2-07-DD,0.048000
"Két trên X2,nút",23.600000,82,AD-220623-YELIR 2,1-CVAC06-BLK-00-HV,0.044800
"Két trên X2,nút",23.600000,82,AD-220623-YELIR 2,1-CVAC06-BLK-00-HV,0.044800
Két dưới,11.200000,82,AD-220623-YELIR 2,1-CVAC06-BLK-00-HV,0.021200
Két dưới,11.200000,82,AD-220623-YELIR 2,1-CVAC06-BLK-00-HV,0.021200
Đai,315.600000,8706,AD-220623-YELIR 2,4-CVAC06-BLK-AC-35,0.600000
Đai,315.600000,8706,AD-220623-YELIR 2,4-CVAC06-BLK-AC-35,0.600000
Viền in,810.100000,9008,AD-220623-YELIR 2,4-KATE00-BLK-NL-28,1.470000
Viền in,810.100000,9008,AD-220623-YELIR 2,4-KATE00-BLK-NL-28,1.470000
Két nhựa,506.000000,7564,AD-220623-YELIR 2,3-NH2302-BLK-23-CY,1.000000
Két nhựa,506.000000,7564,AD-220623-YELIR 2,3-NH2302-BLK-23-CY,1.000000
Nút sắt,506.000000,6580,AD-220623-YELIR 2,9-NS3C02-000-00-NT,1.000000
Nút sắt,506.000000,6580,AD-220623-YELIR 2,9-NS3C02-000-00-NT,1.000000
Keo,17.000000,2346,AD-220623-YELIR 2,2-GANXAM-GRY-00-WW,0.033000
Keo,17.000000,2346,AD-220623-YELIR 2,2-GANXAM-GRY-00-WW,0.033000
Dây size,309.600000,3983,AD-220623-YELIR 2,5-DAFELT-BLK-07-TA,0.600000
Dây size,309.600000,3983,AD-220623-YELIR 2,5-DAFELT-BLK-07-TA,0.600000
Khóa nhựa,506.000000,2388,AD-220623-YELIR 2,6-NH7002-BLK-00-WW,1.000000
Khóa nhựa,506.000000,2388,AD-220623-YELIR 2,6-NH7002-BLK-00-WW,1.000000
Nhãn đai,506.000000,4127,AD-220623-YELIR 2,8-AD0035-000-DE-TL,1.000000
Nhãn đai,506.000000,4127,AD-220623-YELIR 2,8-AD0035-000-DE-TL,1.000000
Nhãn khóa,506.000000,4284,AD-220623-YELIR 2,8-AD0192-000-DE-TL,1.000000
Nhãn khóa,506.000000,4284,AD-220623-YELIR 2,8-AD0192-000-DE-TL,1.000000
Chỉ may,10.500000,5948,AD-220623-YELIR 2,7-CM0BLK-BLK-50-PP,0.020000
Chỉ may,10.500000,5948,AD-220623-YELIR 2,7-CM0BLK-BLK-50-PP,0.020000
Giấy lót nón,501.000000,8916,AD-220623-YELIR 2,9-GL2608-450-00-TA,1.000000
Giấy lót nón,501.000000,8916,AD-220623-YELIR 2,9-GL2608-450-00-TA,1.000000
Bao nylon Yelir,501.000000,6724,AD-220623-YELIR 2,9-B03236-GHA-KI-HN,1.000000
Bao nylon Yelir,501.000000,6724,AD-220623-YELIR 2,9-B03236-GHA-KI-HN,1.000000
Hangtag,506.000000,5973,AD-220623-YELIR 2,9-HAD004-000-00-AD,1.000000
Hangtag,506.000000,5973,AD-220623-YELIR 2,9-HAD004-000-00-AD,1.000000
Thùng carton (100 pcs),5.010000,6786,AD-220623-YELIR 2,9-604336-Y02-5L-BN,0.010000
Thùng carton (100 pcs),5.010000,6786,AD-220623-YELIR 2,9-604336-Y02-5L-BN,0.010000
Mặt,2.900000,82,DYC-AU-220610-SANTRIX MINING,1-CVAC06-BLK-00-HV,0.026500
Hông,4.100000,1957,DYC-AU-220610-SANTRIX MINING,1-L03090-GRP-00-DD,0.037000
Đuôi,4.600000,1957,DYC-AU-220610-SANTRIX MINING,1-L03090-GRP-00-DD,0.042000
Két trên,3.100000,82,DYC-AU-220610-SANTRIX MINING,1-CVAC06-BLK-00-HV,0.028000
Két dưới,2.300000,82,DYC-AU-220610-SANTRIX MINING,1-CVAC06-BLK-00-HV,0.021000
Đai,77.000000,8347,DYC-AU-220610-SANTRIX MINING,4-CVAC06-BLK-D6-30,0.700000
Viền,148.500000,8508,DYC-AU-220610-SANTRIX MINING,4-KATE00-BLK-N0-28,1.350000
Két nhựa,101.000000,7578,DYC-AU-220610-SANTRIX MINING,3-NH0675-BLK-23-CY,1.000000
Nút sắt,103.000000,6580,DYC-AU-220610-SANTRIX MINING,9-NS3C02-000-00-NT,1.000000
Keo dựng mặt,3.400000,2348,DYC-AU-220610-SANTRIX MINING,2-M83200-BLK-00-DI,0.033000
Dây size,66.000000,3983,DYC-AU-220610-SANTRIX MINING,5-DAFELT-BLK-07-TA,0.600000
Khóa nhựa,101.000000,10218,DYC-AU-220610-SANTRIX MINING,1-ASD234-TTT-DK-EV,1.000000
