order_id,material_order,child_product,total_quota,quota_outsourcing,level,size_level_next
1530,10617,10556,10.2,1.0,2,0
1530,10617,4,5.29,1.0,2,0
1530,10617,10556,5.29,1.0,2,0
1529,1310,5,1.32,1.0,2,0
1529,1310,1306,1.32,1.0,2,0
1529,3989,8278,66.0,0.008,2,0
1529,6885,904,148.5,0.0241,2,0
1529,10371,8312,66.0,1.0,2,1
1529,10371,8311,66.0,0.026,3,0
1529,10371,8314,66.0,1.0,2,1
1529,10371,6643,66.0,0.026,3,0
1529,10371,10370,66.0,1.0,2,1
1529,10371,1310,66.0,0.0672,3,2
1529,10371,5,66.0,0.0672,4,0
1529,10371,1310,66.0,0.0672,3,2
1529,10371,1306,66.0,0.0672,4,0
1529,1310,5,2.31,1.0,2,0
1529,1310,1306,2.31,1.0,2,0
1529,1310,5,2.42,1.0,2,0
1529,1310,1306,2.42,1.0,2,0
1529,1310,5,3.19,1.0,2,0
1529,1310,1306,3.19,1.0,2,0
1529,1310,5,2.97,1.0,2,0
1529,1310,1306,2.97,1.0,2,0
1529,1308,904,2.83,1.0,2,0
1529,1308,1306,2.83,1.0,2,0
1528,1287,4,1.24,1.0,2,0
1528,1287,1285,1.24,1.0,2,0
1528,3999,6629,66.0,0.008,2,0
1528,9716,977,148.5,0.0241,2,0
1528,10373,8312,66.0,1.0,2,1
1528,10373,8311,66.0,0.026,3,0
1528,10373,8313,66.0,1.0,2,1
1528,10373,7923,66.0,0.026,3,0
1528,10373,10372,66.0,1.0,2,1
1528,10373,1287,66.0,0.0672,3,2
1528,10373,4,66.0,0.0672,4,0
1528,10373,1287,66.0,0.0672,3,2
1528,10373,1285,66.0,0.0672,4,0
1528,1287,4,2.31,1.0,2,0
1528,1287,1285,2.31,1.0,2,0
1528,1287,4,2.42,1.0,2,0
1528,1287,1285,2.42,1.0,2,0
1528,1287,4,3.19,1.0,2,0
1528,1287,1285,3.19,1.0,2,0
1528,1287,4,2.97,1.0,2,0
1528,1287,1285,2.97,1.0,2,0
1528,1286,793,2.83,1.0,2,0
1528,1286,1285,2.83,1.0,2,0
1527,9124,4,1.32,1.0,2,0
1527,9124,1061,1.32,1.0,2,1
1527,9124,1050,1.32,1.0,3,0
1527,3983,7824,66.0,0.008,2,0
1527,8508,793,148.5,0.0241,2,0
1527,8347,8312,66.0,1.0,2,1
1527,8347,8311,66.0,0.026,3,0
1527,8347,8326,66.0,1.0,2,1
1527,8347,82,66.0,0.0672,3,0
1527,8347,8313,66.0,1.0,2,1
1527,8347,7923,66.0,0.026,3,0
1527,9124,4,2.31,1.0,2,0
1527,9124,1061,2.31,1.0,2,1
1527,9124,1050,2.31,1.0,3,0
1527,9124,4,2.42,1.0,2,0
1527,9124,1061,2.42,1.0,2,1
1527,9124,1050,2.42,1.0,3,0
1527,9124,4,3.19,1.0,2,0
1527,9124,1061,3.19,1.0,2,1
1527,9124,1050,3.19,1.0,3,0
1527,9124,4,2.97,1.0,2,0
1527,9124,1061,2.97,1.0,2,1
1527,9124,1050,2.97,1.0,3,0
1527,1062,793,2.83,1.0,2,0
1527,1062,1061,2.83,1.0,2,1
1527,1062,1050,2.83,1.0,3,0
1526,8916,6608,101.0,0.0278,2,0
1526,3983,7824,66.66,0.008,2,0
1526,9028,7684,163.32,1.0,2,0
1526,8733,8429,66.66,1.0,2,1
1526,8733,7923,66.66,0.0293,3,0
1526,8733,8427,66.66,1.0,2,1
1526,8733,8311,66.66,0.0293,3,0
1526,8733,8425,66.66,1.0,2,1
1526,8733,82,66.66,0.0474,3,0
1525,8992,8429,193.0,1.0,2,1
1525,8992,7923,193.0,0.0293,3,0
1525,8992,8427,193.0,1.0,2,1
1525,8992,8311,193.0,0.0293,3,0
1525,8992,8457,193.0,1.0,2,1
1525,8992,82,193.0,0.061,3,0
1525,3983,7824,192.6,0.008,2,0
1524,8916,6608,804.0,0.0278,2,0
1524,3983,7824,506.52,0.008,2,0
1524,8508,793,1139.67,0.0241,2,0
1524,8347,8312,506.52,1.0,2,1
1524,8347,8311,506.52,0.026,3,0
1524,8347,8326,506.52,1.0,2,1
1524,8347,82,506.52,0.0672,3,0
1524,8347,8313,506.52,1.0,2,1
1524,8347,7923,506.52,0.026,3,0
1524,8068,7725,422.1,0.0146,2,1
1524,8068,1061,422.1,0.00021316,3,1
1524,8068,1050,422.1,0.00021316,4,0
1523,8916,6608,300.0,0.0278,2,0
1523,3983,7824,192.6,0.008,2,0
1523,8992,8429,192.6,1.0,2,1
1523,8992,7923,192.6,0.0293,3,0
1523,8992,8427,192.6,1.0,2,1
1523,8992,8311,192.6,0.0293,3,0
1523,8992,8457,192.6,1.0,2,1
1523,8992,82,192.6,0.061,3,0
1523,8508,793,433.35,0.0241,2,0
1523,2340,2,2.0,1.0,2,0
1523,2340,2334,2.0,1.0,2,1
1523,2340,2328,2.0,1.0,3,0
1523,2337,2334,13.0,1.0,2,1
1523,2337,2328,13.0,1.0,3,0
1522,8916,6608,300.0,0.0278,2,0
1522,3983,7824,192.6,0.008,2,0
1522,8992,8429,192.6,1.0,2,1
1522,8992,7923,192.6,0.0293,3,0
1522,8992,8427,192.6,1.0,2,1
1522,8992,8311,192.6,0.0293,3,0
1522,8992,8457,192.6,1.0,2,1
1522,8992,82,192.6,0.061,3,0
1522,8508,793,433.35,0.0241,2,0
1522,2337,2334,13.0,1.0,2,1
1522,2337,2328,13.0,1.0,3,0
1521,8916,6608,300.0,0.0278,2,0
1521,7802,6636,192.6,0.008,2,0
1521,8836,8372,198.0,1.0,2,1
1521,8836,6643,198.0,0.0302,3,0
1521,8836,8427,198.0,1.0,2,1
1521,8836,8311,198.0,0.0293,3,0
1521,8836,8835,198.0,1.0,2,1
1521,8836,8166,198.0,0.0646,3,0
1521,6885,904,445.5,0.0241,2,0
1520,1066,2,2.0,1.0,2,0
1520,1066,1061,2.0,1.0,2,1
1520,1066,1050,2.0,1.0,3,0
1520,8916,6608,300.0,0.0278,2,0
1520,3983,7824,192.6,0.008,2,0
1520,8992,8429,192.6,1.0,2,1
1520,8992,7923,192.6,0.0293,3,0
1520,8992,8427,192.6,1.0,2,1
1520,8992,8311,192.6,0.0293,3,0
1520,8992,8457,192.6,1.0,2,1
1520,8992,82,192.6,0.061,3,0
1520,8508,793,433.35,0.0241,2,0
1520,6691,1950,16.0,1.0,2,0
1520,6691,1950,16.0,1.0,2,0
1520,6715,1,6.68,1.0,2,0
1520,6715,6714,6.68,1.0,2,0
1520,6715,1,6.97,1.0,2,0
1520,6715,6714,6.97,1.0,2,0
1520,6697,904,11.0,1.0,2,0
1520,6697,6696,11.0,1.0,2,0
1519,8916,6608,300.0,0.0278,2,0
1519,3983,7824,192.6,0.008,2,0
1519,8992,8429,192.6,1.0,2,1
1519,8992,7923,192.6,0.0293,3,0
1519,8992,8427,192.6,1.0,2,1
1519,8992,8311,192.6,0.0293,3,0
1519,8992,8457,192.6,1.0,2,1
1519,8992,82,192.6,0.061,3,0
1519,8508,793,433.35,0.0241,2,0
1519,6691,1950,16.0,1.0,2,0
1519,6691,1950,16.0,1.0,2,0
1518,1457,1,15.0,1.0,2,0
1518,1457,1456,15.0,1.0,2,0
1518,8916,6608,300.0,0.0278,2,0
1518,3983,7824,192.6,0.008,2,0
1518,8992,8429,192.6,1.0,2,1
1518,8992,7923,192.6,0.0293,3,0
1518,8992,8427,192.6,1.0,2,1
1518,8992,8311,192.6,0.0293,3,0
1518,8992,8457,192.6,1.0,2,1
1518,8992,82,192.6,0.061,3,0
1518,8508,793,445.5,0.0241,2,0
1518,6691,1950,16.0,1.0,2,0
1518,6691,1950,16.0,1.0,2,0
1517,8916,6608,500.0,0.0278,2,0
1517,3983,7824,321.0,0.008,2,0
1517,8992,8429,330.0,1.0,2,1
1517,8992,7923,330.0,0.0293,3,0
1517,8992,8427,330.0,1.0,2,1
1517,8992,8311,330.0,0.0293,3,0
1517,8992,8457,330.0,1.0,2,1
1517,8992,82,330.0,0.061,3,0
1517,8508,793,742.5,0.0241,2,0
1517,6691,1950,26.0,1.0,2,0
1517,6691,1950,26.0,1.0,2,0
1516,8916,6608,300.0,0.0278,2,0
1516,3983,7824,192.6,0.008,2,0
1516,8992,8429,198.0,1.0,2,1
1516,8992,7923,198.0,0.0293,3,0
1516,8992,8427,198.0,1.0,2,1
1516,8992,8311,198.0,0.0293,3,0
1516,8992,8457,198.0,1.0,2,1
1516,8992,82,198.0,0.061,3,0
1516,8508,793,445.5,0.0241,2,0
1515,8916,6608,300.0,0.0278,2,0
1515,3983,7824,192.6,0.008,2,0
1515,8992,8429,192.6,1.0,2,1
1515,8992,7923,192.6,0.0293,3,0
1515,8992,8427,192.6,1.0,2,1
1515,8992,8311,192.6,0.0293,3,0
1515,8992,8457,192.6,1.0,2,1
1515,8992,82,192.6,0.061,3,0
1515,8508,793,433.35,0.0241,2,0
1515,6697,904,11.88,1.0,2,0
1515,6697,6696,11.88,1.0,2,0
1514,8916,6608,300.0,0.0278,2,0
1514,3983,7824,192.6,0.008,2,0
1514,8733,8429,192.6,1.0,2,1
1514,8733,7923,192.6,0.0293,3,0
1514,8733,8427,192.6,1.0,2,1
1514,8733,8311,192.6,0.0293,3,0
1514,8733,8425,192.6,1.0,2,1
1514,8733,82,192.6,0.0474,3,0
1514,8508,793,445.5,0.0241,2,0
1514,6691,1950,16.0,1.0,2,0
1514,6691,1950,16.0,1.0,2,0
1513,8916,6608,300.0,0.0278,2,0
1513,3989,8278,192.6,0.008,2,0
1513,8860,8372,198.0,1.0,2,1
1513,8860,6643,198.0,0.0302,3,0
1513,8860,8427,198.0,1.0,2,1
1513,8860,8311,198.0,0.0293,3,0
1513,8860,8430,198.0,1.0,2,1
1513,8860,102,198.0,0.042,3,0
1513,6885,904,445.5,0.0241,2,0
1512,8916,6608,300.0,0.0278,2,0
1512,3983,7824,192.6,0.008,2,0
1512,8733,8429,198.0,1.0,2,1
1512,8733,7923,198.0,0.0293,3,0
1512,8733,8427,198.0,1.0,2,1
1512,8733,8311,198.0,0.0293,3,0
1512,8733,8425,198.0,1.0,2,1
1512,8733,82,198.0,0.0474,3,0
1512,8508,793,445.5,0.0241,2,0
1512,6691,1950,16.0,1.0,2,0
1512,6691,1950,16.0,1.0,2,0
1511,8860,8372,198.0,1.0,2,1
1511,8860,6643,198.0,0.0302,3,0
1511,8860,8427,198.0,1.0,2,1
1511,8860,8311,198.0,0.0293,3,0
1511,8860,8430,198.0,1.0,2,1
1511,8860,102,198.0,0.042,3,0
1511,8916,6608,300.0,0.0278,2,0
1511,3989,8278,192.6,0.008,2,0
1511,6885,904,445.5,0.0241,2,0
1511,1066,2,8.46,1.0,2,0
1511,1066,1061,8.46,1.0,2,1
1511,1066,1050,8.46,1.0,3,0
1510,3983,7824,61.8,0.008,2,0
1510,8508,793,148.5,0.0241,2,0
1510,8347,8312,66.0,1.0,2,1
1510,8347,8311,66.0,0.026,3,0
1510,8347,8326,66.0,1.0,2,1
1510,8347,82,66.0,0.0672,3,0
1510,8347,8313,66.0,1.0,2,1
1510,8347,7923,66.0,0.026,3,0
1510,86,82,2.92,1.0,2,0
1510,86,793,2.92,1.0,2,0
1509,86,82,5.0,1.0,2,0
1509,86,793,5.0,1.0,2,0
1509,3983,7824,99.66,0.008,2,0
1509,9028,7684,244.17,1.0,2,0
1509,8992,8429,99.66,1.0,2,1
1509,8992,7923,99.66,0.0293,3,0
1509,8992,8427,99.66,1.0,2,1
1509,8992,8311,99.66,0.0293,3,0
1509,8992,8457,99.66,1.0,2,1
1509,8992,82,99.66,0.061,3,0
1508,8916,6608,50.0,0.0278,2,0
1508,3983,7824,33.0,0.008,2,0
1508,9028,7684,80.3,1.0,2,0
1508,8733,8429,33.0,1.0,2,1
1508,8733,7923,33.0,0.0293,3,0
1508,8733,8427,33.0,1.0,2,1
1508,8733,8311,33.0,0.0293,3,0
1508,8733,8425,33.0,1.0,2,1
1508,8733,82,33.0,0.0474,3,0
1507,8916,6608,145.0,0.0278,2,0
1507,3983,7824,95.7,0.008,2,0
1507,9028,7684,232.87,1.0,2,0
1507,8992,8429,95.7,1.0,2,1
1507,8992,7923,95.7,0.0293,3,0
1507,8992,8427,95.7,1.0,2,1
1507,8992,8311,95.7,0.0293,3,0
1507,8992,8457,95.7,1.0,2,1
1507,8992,82,95.7,0.061,3,0
1507,86,82,3.99,1.0,2,0
1507,86,793,3.99,1.0,2,0
1506,8916,6608,256.0,0.0278,2,0
1506,4017,6628,164.35,0.008,2,0
1506,6872,807,369.79,0.0241,2,0
1506,10390,8429,164.35,1.0,2,1
1506,10390,7923,164.35,0.0293,3,0
1506,10390,8427,164.35,1.0,2,1
1506,10390,8311,164.35,0.0293,3,0
1506,10390,9568,164.35,1.0,2,1
1506,10390,9566,164.35,0.031,3,0
1506,10390,10389,164.35,1.0,2,1
1506,10390,2124,164.35,0.0793,3,0
1505,8916,6608,256.0,0.0278,2,0
1505,3989,8278,164.35,0.008,2,0
1505,6885,904,369.79,0.0241,2,0
1505,9609,8372,164.35,1.0,2,1
1505,9609,6643,164.35,0.0302,3,0
1505,9609,8427,164.35,1.0,2,1
1505,9609,8311,164.35,0.0293,3,0
1505,9609,9568,164.35,1.0,2,1
1505,9609,9566,164.35,0.031,3,0
1505,9609,8979,164.35,1.0,2,1
1505,9609,102,164.35,0.0793,3,0
1504,8916,6608,256.0,0.0278,2,0
1504,3989,8278,164.35,0.008,2,0
1504,6885,904,369.79,0.0241,2,0
1504,9609,8372,164.35,1.0,2,1
1504,9609,6643,164.35,0.0302,3,0
1504,9609,8427,164.35,1.0,2,1
1504,9609,8311,164.35,0.0293,3,0
1504,9609,9568,164.35,1.0,2,1
1504,9609,9566,164.35,0.031,3,0
1504,9609,8979,164.35,1.0,2,1
1504,9609,102,164.35,0.0793,3,0
1503,8916,6608,356.0,0.0278,2,0
1503,3983,7824,228.55,0.008,2,0
1503,8508,793,571.38,0.0241,2,0
1503,9788,8429,228.55,1.0,2,1
1503,9788,7923,228.55,0.0293,3,0
1503,9788,8427,228.55,1.0,2,1
1503,9788,8311,228.55,0.0293,3,0
1503,9788,9568,228.55,1.0,2,1
1503,9788,9566,228.55,0.031,3,0
1503,9788,8699,228.55,1.0,2,1
1503,9788,82,228.55,0.0793,3,0
1502,8916,6608,306.0,0.0278,2,0
1502,3983,7824,196.45,0.008,2,0
1502,8508,793,442.02,0.0241,2,0
1502,9788,8429,196.45,1.0,2,1
1502,9788,7923,196.45,0.0293,3,0
1502,9788,8427,196.45,1.0,2,1
1502,9788,8311,196.45,0.0293,3,0
1502,9788,9568,196.45,1.0,2,1
1502,9788,9566,196.45,0.031,3,0
1502,9788,8699,196.45,1.0,2,1
1502,9788,82,196.45,0.0793,3,0
1501,3989,8278,324.85,0.008,2,0
1501,6867,821,730.92,0.0241,2,0
1501,9900,8429,324.85,1.0,2,1
1501,9900,7923,324.85,0.0293,3,0
1501,9900,8427,324.85,1.0,2,1
1501,9900,8311,324.85,0.0293,3,0
1501,9900,9568,324.85,1.0,2,1
1501,9900,9566,324.85,0.031,3,0
1501,9900,9899,324.85,1.0,2,1
1501,9900,80,324.85,0.0793,3,0
1501,10391,1,14.62,1.0,2,0
1501,10391,2146,14.62,1.0,2,0
1500,3983,7824,164.35,0.008,2,0
1500,8508,793,410.88,0.0241,2,0
1500,9788,8429,164.35,1.0,2,1
1500,9788,7923,164.35,0.0293,3,0
1500,9788,8427,164.35,1.0,2,1
1500,9788,8311,164.35,0.0293,3,0
1500,9788,9568,164.35,1.0,2,1
1500,9788,9566,164.35,0.031,3,0
1500,9788,8699,164.35,1.0,2,1
1500,9788,82,164.35,0.0793,3,0
1500,10408,8166,3.01,1.0,2,0
1500,10408,8166,6.03,1.0,2,0
1500,10408,8166,9.59,1.0,2,0
1500,10408,8166,8.22,1.0,2,0
1500,10408,8166,7.4,1.0,2,0
1499,10534,8372,164.35,1.0,2,1
1499,10534,6643,164.35,0.0302,3,0
1499,10534,8427,164.35,1.0,2,1
1499,10534,8311,164.35,0.0293,3,0
1499,10534,9568,164.35,1.0,2,1
1499,10534,9566,164.35,0.031,3,0
1499,10534,10533,164.35,1.0,2,1
1499,10534,10523,164.35,0.0793,3,0
1499,4014,6615,164.35,0.008,2,0
1499,6940,813,410.88,0.0241,2,0
1499,10406,60,3.1,1.0,2,0
1499,10406,60,6.2,1.0,2,0
1499,10406,60,9.86,1.0,2,0
1499,10406,60,7.32,1.0,2,0
1499,10406,60,7.6,1.0,2,0
1498,8916,6608,256.0,0.0278,2,0
1498,3983,7824,164.35,0.008,2,0
1498,8508,793,410.88,0.0241,2,0
1498,9788,8429,164.35,1.0,2,1
1498,9788,7923,164.35,0.0293,3,0
1498,9788,8427,164.35,1.0,2,1
1498,9788,8311,164.35,0.0293,3,0
1498,9788,9568,164.35,1.0,2,1
1498,9788,9566,164.35,0.031,3,0
1498,9788,8699,164.35,1.0,2,1
1498,9788,82,164.35,0.0793,3,0
1498,10407,249,3.1,1.0,2,0
1498,10407,249,6.2,1.0,2,0
1498,10407,249,9.86,1.0,2,0
1498,10407,249,7.32,1.0,2,0
1498,10407,249,7.6,1.0,2,0
1497,8916,6608,356.0,0.0278,2,0
1497,8710,6632,228.55,0.008,2,0
1497,6885,904,514.24,0.0241,2,0
1497,9837,8429,228.55,1.0,2,1
1497,9837,7923,228.55,0.0293,3,0
1497,9837,8427,228.55,1.0,2,1
1497,9837,8311,228.55,0.0293,3,0
1497,9837,9568,228.55,1.0,2,1
1497,9837,9566,228.55,0.031,3,0
1497,9837,8703,228.55,1.0,2,1
1497,9837,249,228.55,0.0793,3,0
1497,254,1,10.28,1.0,2,0
1497,254,249,10.28,1.0,2,0
1496,10534,8372,228.55,1.0,2,1
1496,10534,6643,228.55,0.0302,3,0
1496,10534,8427,228.55,1.0,2,1
1496,10534,8311,228.55,0.0293,3,0
1496,10534,9568,228.55,1.0,2,1
1496,10534,9566,228.55,0.031,3,0
1496,10534,10533,228.55,1.0,2,1
1496,10534,10523,228.55,0.0793,3,0
1496,3983,7824,228.55,0.008,2,0
1496,6940,813,514.24,0.0241,2,0
1496,10391,1,10.28,1.0,2,0
1496,10391,2146,10.28,1.0,2,0
1495,3983,7824,318.78,0.008,2,0
1495,6861,811,717.26,0.0241,2,0
1495,9574,8372,318.78,1.0,2,1
1495,9574,6643,318.78,0.0302,3,0
1495,9574,8427,318.78,1.0,2,1
1495,9574,8311,318.78,0.0293,3,0
1495,9574,9568,318.78,1.0,2,1
1495,9574,9566,318.78,0.031,3,0
1495,9574,9573,318.78,1.0,2,1
1495,9574,2117,318.78,0.0793,3,0
1495,2160,1,14.35,1.0,2,0
1495,2160,2159,14.35,1.0,2,0
1494,3983,7824,318.78,0.008,2,0
1494,8508,793,717.26,0.0241,2,0
1494,9596,8429,318.78,1.0,2,1
1494,9596,7923,318.78,0.0293,3,0
1494,9596,8427,318.78,1.0,2,1
1494,9596,8311,318.78,0.0293,3,0
1494,9596,9568,318.78,1.0,2,1
1494,9596,9566,318.78,0.031,3,0
1494,9596,9595,318.78,1.0,2,1
1494,9596,2091,318.78,0.0793,3,0
1494,52,1,14.35,1.0,2,0
1494,52,51,14.35,1.0,2,0
1493,8916,6608,256.0,0.0278,2,0
1493,3999,6629,164.35,0.008,2,0
1493,6986,862,424.58,0.0241,2,0
1493,9618,8372,164.35,1.0,2,1
1493,9618,6643,164.35,0.0302,3,0
1493,9618,8427,164.35,1.0,2,1
1493,9618,8311,164.35,0.0293,3,0
1493,9618,9568,164.35,1.0,2,1
1493,9618,9566,164.35,0.031,3,0
1493,9618,9617,164.35,1.0,2,1
1493,9618,2128,164.35,0.0793,3,0
1492,8916,6608,256.0,0.0278,2,0
1492,3999,6629,164.35,0.008,2,0
1492,8642,862,369.79,0.0241,2,0
1492,9618,8372,164.35,1.0,2,1
1492,9618,6643,164.35,0.0302,3,0
1492,9618,8427,164.35,1.0,2,1
1492,9618,8311,164.35,0.0293,3,0
1492,9618,9568,164.35,1.0,2,1
1492,9618,9566,164.35,0.031,3,0
1492,9618,9617,164.35,1.0,2,1
1492,9618,2128,164.35,0.0793,3,0
1491,8916,6608,356.0,0.0278,2,0
1491,3983,7824,228.55,0.008,2,0
1491,8508,793,514.24,0.0241,2,0
1491,9596,8429,228.55,1.0,2,1
1491,9596,7923,228.55,0.0293,3,0
1491,9596,8427,228.55,1.0,2,1
1491,9596,8311,228.55,0.0293,3,0
1491,9596,9568,228.55,1.0,2,1
1491,9596,9566,228.55,0.031,3,0
1491,9596,9595,228.55,1.0,2,1
1491,9596,2091,228.55,0.0793,3,0
1490,8916,6608,306.0,0.0278,2,0
1490,3983,7824,196.45,0.008,2,0
1490,8508,793,442.02,0.0241,2,0
1490,9788,8429,196.45,1.0,2,1
1490,9788,7923,196.45,0.0293,3,0
1490,9788,8427,196.45,1.0,2,1
1490,9788,8311,196.45,0.0293,3,0
1490,9788,9568,196.45,1.0,2,1
1490,9788,9566,196.45,0.031,3,0
1490,9788,8699,196.45,1.0,2,1
1490,9788,82,196.45,0.0793,3,0
1489,8916,6608,506.0,0.0278,2,0
1489,3999,6629,318.78,0.008,2,0
1489,6986,862,823.52,0.0241,2,0
1489,9618,8372,318.78,1.0,2,1
1489,9618,6643,318.78,0.0302,3,0
1489,9618,8427,318.78,1.0,2,1
1489,9618,8311,318.78,0.0293,3,0
1489,9618,9568,318.78,1.0,2,1
1489,9618,9566,318.78,0.031,3,0
1489,9618,9617,318.78,1.0,2,1
1489,9618,2128,318.78,0.0793,3,0
1488,8916,6608,256.0,0.0278,2,0
1488,3999,6629,164.35,0.008,2,0
1488,6986,862,424.58,0.0241,2,0
1488,9618,8372,164.35,1.0,2,1
1488,9618,6643,164.35,0.0302,3,0
1488,9618,8427,164.35,1.0,2,1
1488,9618,8311,164.35,0.0293,3,0
1488,9618,9568,164.35,1.0,2,1
1488,9618,9566,164.35,0.031,3,0
1488,9618,9617,164.35,1.0,2,1
1488,9618,2128,164.35,0.0793,3,0
1487,8916,6608,356.0,0.0278,2,0
1487,3999,6629,228.55,0.008,2,0
1487,6986,862,514.24,0.0241,2,0
1487,9618,8372,228.55,1.0,2,1
1487,9618,6643,228.55,0.0302,3,0
1487,9618,8427,228.55,1.0,2,1
1487,9618,8311,228.55,0.0293,3,0
1487,9618,9568,228.55,1.0,2,1
1487,9618,9566,228.55,0.031,3,0
1487,9618,9617,228.55,1.0,2,1
1487,9618,2128,228.55,0.0793,3,0
1486,8916,6608,306.0,0.0278,2,0
1486,3983,7824,1.96,0.008,2,0
1486,8508,793,442.02,0.0241,2,0
1486,9788,8429,196.45,1.0,2,1
1486,9788,7923,196.45,0.0293,3,0
1486,9788,8427,196.45,1.0,2,1
1486,9788,8311,196.45,0.0293,3,0
1486,9788,9568,196.45,1.0,2,1
1486,9788,9566,196.45,0.031,3,0
1486,9788,8699,196.45,1.0,2,1
1486,9788,82,196.45,0.0793,3,0
1485,8916,6608,306.0,0.0278,2,0
1485,3983,7824,1.89,0.008,2,0
1485,8508,793,442.02,0.0241,2,0
1485,9596,8429,196.45,1.0,2,1
1485,9596,7923,196.45,0.0293,3,0
1485,9596,8427,196.45,1.0,2,1
1485,9596,8311,196.45,0.0293,3,0
1485,9596,9568,196.45,1.0,2,1
1485,9596,9566,196.45,0.031,3,0
1485,9596,9595,196.45,1.0,2,1
1485,9596,2091,196.45,0.0793,3,0
1485,9563,326,163.71,0.031,2,2
1485,9563,1,163.71,0.031,3,0
1485,9563,326,163.71,0.031,2,2
1485,9563,325,163.71,0.031,3,0
1485,326,1,6.94,1.0,2,0
1485,326,325,6.94,1.0,2,0
1485,326,1,7.2,1.0,2,0
1485,326,325,7.2,1.0,2,0
1484,8916,6608,306.0,0.0278,2,0
1484,3999,6629,1.96,0.008,2,0
1484,6986,862,442.02,0.0241,2,0
1484,9618,8372,196.45,1.0,2,1
1484,9618,6643,196.45,0.0302,3,0
1484,9618,8427,196.45,1.0,2,1
1484,9618,8311,196.45,0.0293,3,0
1484,9618,9568,196.45,1.0,2,1
1484,9618,9566,196.45,0.031,3,0
1484,9618,9617,196.45,1.0,2,1
1484,9618,2128,196.45,0.0793,3,0
1483,8916,6608,256.0,0.0278,2,0
1483,8718,6621,1.58,0.008,2,0
1483,9900,8429,164.35,1.0,2,1
1483,9900,7923,164.35,0.0293,3,0
1483,9900,8427,164.35,1.0,2,1
1483,9900,8311,164.35,0.0293,3,0
1483,9900,9568,164.35,1.0,2,1
1483,9900,9566,164.35,0.031,3,0
1483,9900,9899,164.35,1.0,2,1
1483,9900,80,164.35,0.0793,3,0
1483,6867,821,369.79,0.0241,2,0
1482,8916,6608,256.0,0.0278,2,0
1482,3999,6629,1.64,0.008,2,0
1482,8642,862,369.79,0.0241,2,0
1482,9618,8372,164.35,1.0,2,1
1482,9618,6643,164.35,0.0302,3,0
1482,9618,8427,164.35,1.0,2,1
1482,9618,8311,164.35,0.0293,3,0
1482,9618,9568,164.35,1.0,2,1
1482,9618,9566,164.35,0.031,3,0
1482,9618,9617,164.35,1.0,2,1
1482,9618,2128,164.35,0.0793,3,0
1481,6610,1481,256.0,1.0,2,0
1481,4018,6630,1.64,0.008,2,0
1481,6863,812,369.79,0.0241,2,0
1481,10314,8429,164.35,1.0,2,1
1481,10314,7923,164.35,0.0293,3,0
1481,10314,8427,164.35,1.0,2,1
1481,10314,8311,164.35,0.0293,3,0
1481,10314,9568,164.35,1.0,2,1
1481,10314,9566,164.35,0.031,3,0
1481,10314,10313,164.35,1.0,2,1
1481,10314,2129,164.35,0.0793,3,0
1480,8916,6608,306.0,0.0278,2,0
1480,3983,7824,196.45,0.008,2,0
1480,8508,793,442.02,0.0241,2,0
1480,9596,8429,196.45,1.0,2,1
1480,9596,7923,196.45,0.0293,3,0
1480,9596,8427,196.45,1.0,2,1
1480,9596,8311,196.45,0.0293,3,0
1480,9596,9568,196.45,1.0,2,1
1480,9596,9566,196.45,0.031,3,0
1480,9596,9595,196.45,1.0,2,1
1480,9596,2091,196.45,0.0793,3,0
1480,9563,326,163.71,0.031,2,2
1480,9563,1,163.71,0.031,3,0
1480,9563,326,163.71,0.031,2,2
1480,9563,325,163.71,0.031,3,0
1480,326,1,6.94,1.0,2,0
1480,326,325,6.94,1.0,2,0
1480,326,1,7.2,1.0,2,0
1480,326,325,7.2,1.0,2,0
1479,8916,6608,356.0,0.0278,2,0
1479,8718,6621,228.55,0.008,2,0
1479,6867,821,514.24,0.0241,2,0
1479,9900,8429,228.55,1.0,2,1
1479,9900,7923,228.55,0.0293,3,0
1479,9900,8427,228.55,1.0,2,1
1479,9900,8311,228.55,0.0293,3,0
1479,9900,9568,228.55,1.0,2,1
1479,9900,9566,228.55,0.031,3,0
1479,9900,9899,228.55,1.0,2,1
1479,9900,80,228.55,0.0793,3,0
1478,8916,6608,306.0,0.0278,2,0
1478,3999,6629,196.45,0.008,2,0
1478,6986,862,442.02,0.0241,2,0
1478,9618,8372,196.45,1.0,2,1
1478,9618,6643,196.45,0.0302,3,0
1478,9618,8427,196.45,1.0,2,1
1478,9618,8311,196.45,0.0293,3,0
1478,9618,9568,196.45,1.0,2,1
1478,9618,9566,196.45,0.031,3,0
1478,9618,9617,196.45,1.0,2,1
1478,9618,2128,196.45,0.0793,3,0
1477,8916,6608,356.0,0.0278,2,0
1477,3983,7824,228.55,0.008,2,0
1477,8508,793,514.24,0.0241,2,0
1477,9596,8429,228.55,1.0,2,1
1477,9596,7923,228.55,0.0293,3,0
1477,9596,8427,228.55,1.0,2,1
1477,9596,8311,228.55,0.0293,3,0
1477,9596,9568,228.55,1.0,2,1
1477,9596,9566,228.55,0.031,3,0
1477,9596,9595,228.55,1.0,2,1
1477,9596,2091,228.55,0.0793,3,0
1476,8916,6608,356.0,0.0278,2,0
